CONF FIE WVL CX_IDA CY_IDA CX_DET CY_DET MAG_Y RMS_X RMS_Y
38 1 4190.000 -0.000 0.029 22.155 -9.411 0.03346 2.27 4.24
38 2 4190.000 16.621 0.063 22.735 -9.395 0.03342 1.78 3.20
38 3 4190.000 -16.625 0.076 21.576 -9.432 0.03338 3.78 5.00
38 1 4200.000 -0.000 0.029 22.155 -9.172 0.03346 2.27 4.17
38 2 4200.000 16.621 0.063 22.735 -9.156 0.03343 1.82 3.15
38 3 4200.000 -16.625 0.076 21.576 -9.193 0.03339 3.78 4.94
38 1 4210.000 -0.000 0.029 22.155 -8.932 0.03346 2.28 4.11
38 2 4210.000 16.621 0.063 22.735 -8.917 0.03343 1.87 3.10
38 3 4210.000 -16.625 0.076 21.576 -8.954 0.03339 3.78 4.89
38 1 4220.000 -0.000 0.029 22.155 -8.693 0.03347 2.30 4.04
38 2 4220.000 16.621 0.063 22.735 -8.677 0.03343 1.92 3.05
38 3 4220.000 -16.625 0.076 21.576 -8.715 0.03339 3.78 4.83
38 1 4230.000 -0.000 0.029 22.155 -8.454 0.03347 2.32 3.98
38 2 4230.000 16.621 0.063 22.735 -8.438 0.03344 1.98 3.00
38 3 4230.000 -16.625 0.076 21.575 -8.475 0.03340 3.79 4.77
38 1 4240.000 -0.000 0.029 22.154 -8.214 0.03347 2.34 3.91
38 2 4240.000 16.621 0.063 22.735 -8.198 0.03344 2.05 2.95
38 3 4240.000 -16.625 0.076 21.575 -8.236 0.03340 3.80 4.72
38 1 4250.000 -0.000 0.029 22.154 -7.975 0.03348 2.38 3.85
38 2 4250.000 16.621 0.063 22.735 -7.959 0.03344 2.12 2.91
38 3 4250.000 -16.625 0.076 21.575 -7.996 0.03340 3.82 4.67
38 1 4260.000 -0.000 0.029 22.154 -7.735 0.03348 2.42 3.79
38 2 4260.000 16.621 0.063 22.735 -7.719 0.03345 2.19 2.86
38 3 4260.000 -16.625 0.076 21.575 -7.756 0.03341 3.84 4.61
38 1 4270.000 -0.000 0.029 22.154 -7.495 0.03348 2.46 3.73
38 2 4270.000 16.621 0.063 22.734 -7.479 0.03345 2.27 2.82
38 3 4270.000 -16.625 0.076 21.575 -7.517 0.03341 3.86 4.56
38 1 4280.000 -0.000 0.029 22.154 -7.255 0.03348 2.51 3.66
38 2 4280.000 16.621 0.063 22.734 -7.240 0.03345 2.35 2.77
38 3 4280.000 -16.625 0.076 21.575 -7.277 0.03341 3.88 4.51
38 1 4290.000 -0.000 0.029 22.154 -7.016 0.03349 2.56 3.60
38 2 4290.000 16.621 0.063 22.734 -7.000 0.03346 2.43 2.73
38 3 4290.000 -16.625 0.076 21.575 -7.037 0.03342 3.91 4.46
38 1 4300.000 -0.000 0.029 22.154 -6.776 0.03349 2.61 3.54
38 2 4300.000 16.621 0.063 22.734 -6.760 0.03346 2.52 2.69
38 3 4300.000 -16.625 0.076 21.575 -6.797 0.03342 3.95 4.41
38 1 4310.000 -0.000 0.029 22.154 -6.536 0.03349 2.67 3.48
38 2 4310.000 16.621 0.063 22.734 -6.520 0.03347 2.60 2.65
38 3 4310.000 -16.625 0.076 21.575 -6.557 0.03342 3.98 4.37
38 1 4320.000 -0.000 0.029 22.154 -6.295 0.03350 2.73 3.43
38 2 4320.000 16.621 0.063 22.734 -6.279 0.03347 2.69 2.61
38 3 4320.000 -16.625 0.076 21.574 -6.317 0.03343 4.02 4.32
38 1 4330.000 -0.000 0.029 22.153 -6.055 0.03350 2.80 3.37
38 2 4330.000 16.621 0.063 22.734 -6.039 0.03347 2.78 2.58
38 3 4330.000 -16.625 0.076 21.574 -6.077 0.03343 4.06 4.28
38 1 4340.000 -0.000 0.029 22.153 -5.815 0.03350 2.86 3.31
38 2 4340.000 16.621 0.063 22.734 -5.799 0.03348 2.87 2.54
38 3 4340.000 -16.625 0.076 21.574 -5.836 0.03343 4.10 4.23
38 1 4350.000 -0.000 0.029 22.153 -5.575 0.03351 2.93 3.26
38 2 4350.000 16.621 0.063 22.733 -5.559 0.03348 2.95 2.51
38 3 4350.000 -16.625 0.076 21.574 -5.596 0.03344 4.15 4.19
38 1 4360.000 -0.000 0.029 22.153 -5.334 0.03351 3.00 3.20
38 2 4360.000 16.621 0.063 22.733 -5.318 0.03348 3.04 2.48
38 3 4360.000 -16.625 0.076 21.574 -5.356 0.03344 4.19 4.15
38 1 4370.000 -0.000 0.029 22.153 -5.094 0.03351 3.07 3.15
38 2 4370.000 16.621 0.063 22.733 -5.078 0.03349 3.13 2.45
38 3 4370.000 -16.625 0.076 21.574 -5.115 0.03345 4.24 4.11
38 1 4380.000 -0.000 0.029 22.153 -4.853 0.03352 3.14 3.09
38 2 4380.000 16.621 0.063 22.733 -4.837 0.03349 3.22 2.42
38 3 4380.000 -16.625 0.076 21.573 -4.875 0.03345 4.29 4.07
38 1 4390.000 -0.000 0.029 22.153 -4.613 0.03352 3.22 3.04
38 2 4390.000 16.621 0.063 22.733 -4.597 0.03349 3.31 2.39
38 3 4390.000 -16.625 0.076 21.573 -4.634 0.03345 4.34 4.03
38 1 4400.000 -0.000 0.029 22.152 -4.372 0.03352 3.29 2.99
38 2 4400.000 16.621 0.063 22.733 -4.356 0.03350 3.40 2.36
38 3 4400.000 -16.625 0.076 21.573 -4.393 0.03346 4.40 3.99
38 1 4410.000 -0.000 0.029 22.152 -4.131 0.03353 3.36 2.94
38 2 4410.000 16.621 0.063 22.732 -4.115 0.03350 3.49 2.33
38 3 4410.000 -16.625 0.076 21.573 -4.153 0.03346 4.45 3.96
38 1 4420.000 -0.000 0.029 22.152 -3.890 0.03353 3.44 2.89
38 2 4420.000 16.621 0.063 22.732 -3.874 0.03350 3.58 2.31
38 3 4420.000 -16.625 0.076 21.573 -3.912 0.03346 4.51 3.92
38 1 4430.000 -0.000 0.029 22.152 -3.650 0.03354 3.51 2.84
38 2 4430.000 16.621 0.063 22.732 -3.633 0.03351 3.66 2.29
38 3 4430.000 -16.625 0.076 21.573 -3.671 0.03347 4.56 3.89
38 1 4440.000 -0.000 0.029 22.152 -3.409 0.03354 3.59 2.79
38 2 4440.000 16.621 0.063 22.732 -3.393 0.03351 3.75 2.26
38 3 4440.000 -16.625 0.076 21.573 -3.430 0.03347 4.62 3.86
38 1 4450.000 -0.000 0.029 22.152 -3.168 0.03354 3.66 2.74
38 2 4450.000 16.621 0.063 22.732 -3.151 0.03352 3.84 2.24
38 3 4450.000 -16.625 0.076 21.572 -3.189 0.03347 4.67 3.82
38 1 4460.000 -0.000 0.029 22.151 -2.926 0.03355 3.73 2.70
38 2 4460.000 16.621 0.063 22.732 -2.910 0.03352 3.92 2.22
38 3 4460.000 -16.625 0.076 21.572 -2.948 0.03348 4.73 3.79
38 1 4470.000 -0.000 0.029 22.151 -2.685 0.03355 3.81 2.65
38 2 4470.000 16.621 0.063 22.732 -2.669 0.03352 4.01 2.21
38 3 4470.000 -16.625 0.076 21.572 -2.707 0.03348 4.79 3.76
38 1 4480.000 -0.000 0.029 22.151 -2.444 0.03355 3.88 2.60
38 2 4480.000 16.621 0.063 22.731 -2.428 0.03353 4.09 2.19
38 3 4480.000 -16.625 0.076 21.572 -2.466 0.03348 4.85 3.73
38 1 4490.000 -0.000 0.029 22.151 -2.203 0.03356 3.95 2.56
38 2 4490.000 16.621 0.063 22.731 -2.187 0.03353 4.17 2.17
38 3 4490.000 -16.625 0.076 21.572 -2.224 0.03349 4.90 3.71
38 1 4500.000 -0.000 0.029 22.151 -1.961 0.03356 4.03 2.51
38 2 4500.000 16.621 0.063 22.731 -1.945 0.03353 4.25 2.16
38 3 4500.000 -16.625 0.076 21.572 -1.983 0.03349 4.96 3.68
38 1 4510.000 -0.000 0.029 22.151 -1.720 0.03356 4.10 2.47
38 2 4510.000 16.621 0.063 22.731 -1.704 0.03354 4.33 2.14
38 3 4510.000 -16.625 0.076 21.571 -1.741 0.03350 5.02 3.65
38 1 4520.000 -0.000 0.029 22.151 -1.479 0.03357 4.17 2.43
38 2 4520.000 16.621 0.063 22.731 -1.462 0.03354 4.41 2.13
38 3 4520.000 -16.625 0.076 21.571 -1.500 0.03350 5.08 3.63
38 1 4530.000 -0.000 0.029 22.150 -1.237 0.03357 4.24 2.39
38 2 4530.000 16.621 0.063 22.731 -1.221 0.03355 4.49 2.12
38 3 4530.000 -16.625 0.076 21.571 -1.258 0.03350 5.13 3.61
38 1 4540.000 -0.000 0.029 22.150 -0.995 0.03357 4.31 2.34
38 2 4540.000 16.621 0.063 22.730 -0.979 0.03355 4.56 2.11
38 3 4540.000 -16.625 0.076 21.571 -1.017 0.03351 5.19 3.58
38 1 4550.000 -0.000 0.029 22.150 -0.754 0.03358 4.38 2.30
38 2 4550.000 16.621 0.063 22.730 -0.738 0.03355 4.64 2.10
38 3 4550.000 -16.625 0.076 21.571 -0.775 0.03351 5.25 3.56
38 1 4560.000 -0.000 0.029 22.150 -0.512 0.03358 4.44 2.26
38 2 4560.000 16.621 0.063 22.730 -0.496 0.03356 4.71 2.09
38 3 4560.000 -16.625 0.076 21.571 -0.533 0.03351 5.30 3.54
38 1 4570.000 -0.000 0.029 22.150 -0.270 0.03358 4.51 2.22
38 2 4570.000 16.621 0.063 22.730 -0.254 0.03356 4.78 2.09
38 3 4570.000 -16.625 0.076 21.571 -0.292 0.03352 5.36 3.52
38 1 4580.000 -0.000 0.029 22.150 -0.028 0.03359 4.57 2.19
38 2 4580.000 16.621 0.063 22.730 -0.012 0.03356 4.85 2.08
38 3 4580.000 -16.625 0.076 21.570 -0.050 0.03352 5.41 3.50
38 1 4590.000 -0.000 0.029 22.150 0.214 0.03359 4.64 2.15
38 2 4590.000 16.621 0.063 22.730 0.230 0.03357 4.92 2.07
38 3 4590.000 -16.625 0.076 21.570 0.192 0.03353 5.47 3.48
38 1 4600.000 -0.000 0.029 22.149 0.456 0.03360 4.70 2.11
38 2 4600.000 16.621 0.063 22.730 0.472 0.03357 4.99 2.07
38 3 4600.000 -16.625 0.076 21.570 0.434 0.03353 5.52 3.46
38 1 4610.000 -0.000 0.029 22.149 0.698 0.03360 4.76 2.08
38 2 4610.000 16.621 0.063 22.729 0.714 0.03358 5.06 2.07
38 3 4610.000 -16.625 0.076 21.570 0.676 0.03353 5.57 3.45
38 1 4620.000 -0.000 0.029 22.149 0.940 0.03360 4.82 2.04
38 2 4620.000 16.621 0.063 22.729 0.956 0.03358 5.12 2.06
38 3 4620.000 -16.625 0.076 21.570 0.918 0.03354 5.62 3.43
38 1 4630.000 -0.000 0.029 22.149 1.182 0.03361 4.88 2.01
38 2 4630.000 16.621 0.063 22.729 1.198 0.03358 5.19 2.06
38 3 4630.000 -16.625 0.076 21.570 1.160 0.03354 5.68 3.42
38 1 4640.000 -0.000 0.029 22.149 1.424 0.03361 4.94 1.97
38 2 4640.000 16.621 0.063 22.729 1.440 0.03359 5.25 2.06
38 3 4640.000 -16.625 0.076 21.570 1.403 0.03354 5.73 3.40
38 1 4650.000 -0.000 0.029 22.149 1.666 0.03361 4.99 1.94
38 2 4650.000 16.621 0.063 22.729 1.683 0.03359 5.31 2.06
38 3 4650.000 -16.625 0.076 21.569 1.645 0.03355 5.77 3.39
38 1 4660.000 -0.000 0.029 22.149 1.909 0.03362 5.05 1.90
38 2 4660.000 16.621 0.063 22.729 1.925 0.03360 5.37 2.06
38 3 4660.000 -16.625 0.076 21.569 1.887 0.03355 5.82 3.38
38 1 4670.000 -0.000 0.029 22.149 2.151 0.03362 5.10 1.87
38 2 4670.000 16.621 0.063 22.729 2.168 0.03360 5.43 2.07
38 3 4670.000 -16.625 0.076 21.569 2.130 0.03356 5.87 3.36
38 1 4680.000 -0.000 0.029 22.148 2.394 0.03363 5.16 1.84
38 2 4680.000 16.621 0.063 22.729 2.410 0.03360 5.48 2.07
38 3 4680.000 -16.625 0.076 21.569 2.372 0.03356 5.91 3.35
38 1 4690.000 -0.000 0.029 22.148 2.636 0.03363 5.21 1.81
38 2 4690.000 16.621 0.063 22.728 2.653 0.03361 5.54 2.07
38 3 4690.000 -16.625 0.076 21.569 2.615 0.03356 5.96 3.34
38 1 4700.000 -0.000 0.029 22.148 2.879 0.03363 5.26 1.78
38 2 4700.000 16.621 0.063 22.728 2.895 0.03361 5.59 2.08
38 3 4700.000 -16.625 0.076 21.569 2.857 0.03357 6.00 3.33
38 1 4710.000 -0.000 0.029 22.148 3.121 0.03364 5.30 1.75
38 2 4710.000 16.621 0.063 22.728 3.138 0.03362 5.64 2.08
38 3 4710.000 -16.625 0.076 21.569 3.100 0.03357 6.05 3.32
38 1 4720.000 -0.000 0.029 22.148 3.364 0.03364 5.35 1.72
38 2 4720.000 16.621 0.063 22.728 3.381 0.03362 5.69 2.09
38 3 4720.000 -16.625 0.076 21.569 3.343 0.03358 6.09 3.31
38 1 4730.000 -0.000 0.029 22.148 3.607 0.03365 5.39 1.70
38 2 4730.000 16.621 0.063 22.728 3.623 0.03363 5.74 2.09
38 3 4730.000 -16.625 0.076 21.569 3.586 0.03358 6.13 3.30
38 1 4740.000 -0.000 0.029 22.148 3.850 0.03365 5.44 1.67
38 2 4740.000 16.621 0.063 22.728 3.866 0.03363 5.79 2.10
38 3 4740.000 -16.625 0.076 21.569 3.828 0.03358 6.17 3.30
38 1 4750.000 -0.000 0.029 22.148 4.093 0.03366 5.48 1.64
38 2 4750.000 16.621 0.063 22.728 4.109 0.03363 5.83 2.10
38 3 4750.000 -16.625 0.076 21.568 4.071 0.03359 6.20 3.29
38 1 4760.000 -0.000 0.029 22.148 4.336 0.03366 5.52 1.62
38 2 4760.000 16.621 0.063 22.728 4.352 0.03364 5.87 2.11
38 3 4760.000 -16.625 0.076 21.568 4.314 0.03359 6.24 3.28
38 1 4770.000 -0.000 0.029 22.148 4.579 0.03366 5.56 1.60
38 2 4770.000 16.621 0.063 22.728 4.595 0.03364 5.92 2.12
38 3 4770.000 -16.625 0.076 21.568 4.557 0.03360 6.27 3.28
38 1 4780.000 -0.000 0.029 22.148 4.822 0.03367 5.60 1.57
38 2 4780.000 16.621 0.063 22.728 4.838 0.03365 5.96 2.13
38 3 4780.000 -16.625 0.076 21.568 4.800 0.03360 6.31 3.27
38 1 4790.000 -0.000 0.029 22.148 5.065 0.03367 5.63 1.55
38 2 4790.000 16.621 0.063 22.728 5.081 0.03365 5.99 2.14
38 3 4790.000 -16.625 0.076 21.568 5.043 0.03361 6.34 3.27
38 1 4800.000 -0.000 0.029 22.147 5.308 0.03368 5.67 1.53
38 2 4800.000 16.621 0.063 22.728 5.325 0.03366 6.03 2.15
38 3 4800.000 -16.625 0.076 21.568 5.287 0.03361 6.37 3.26
38 1 4810.000 -0.000 0.029 22.147 5.551 0.03368 5.70 1.51
38 2 4810.000 16.621 0.063 22.728 5.568 0.03366 6.07 2.16
38 3 4810.000 -16.625 0.076 21.568 5.530 0.03361 6.40 3.26
38 1 4820.000 -0.000 0.029 22.147 5.795 0.03369 5.73 1.49
38 2 4820.000 16.621 0.063 22.727 5.811 0.03367 6.10 2.17
38 3 4820.000 -16.625 0.076 21.568 5.773 0.03362 6.43 3.25
38 1 4830.000 -0.000 0.029 22.147 6.038 0.03369 5.76 1.47
38 2 4830.000 16.621 0.063 22.727 6.055 0.03367 6.13 2.18
38 3 4830.000 -16.625 0.076 21.568 6.017 0.03362 6.45 3.25
38 1 4840.000 -0.000 0.029 22.147 6.282 0.03369 5.79 1.45
38 2 4840.000 16.621 0.063 22.727 6.298 0.03367 6.16 2.19
38 3 4840.000 -16.625 0.076 21.568 6.260 0.03363 6.48 3.25
38 1 4850.000 -0.000 0.029 22.147 6.525 0.03370 5.81 1.43
38 2 4850.000 16.621 0.063 22.727 6.542 0.03368 6.19 2.20
38 3 4850.000 -16.625 0.076 21.568 6.504 0.03363 6.50 3.24
38 1 4860.000 -0.000 0.029 22.147 6.769 0.03370 5.84 1.41
38 2 4860.000 16.621 0.063 22.727 6.785 0.03368 6.22 2.21
38 3 4860.000 -16.625 0.076 21.568 6.747 0.03364 6.53 3.24
38 1 4870.000 -0.000 0.029 22.147 7.012 0.03371 5.86 1.39
38 2 4870.000 16.621 0.063 22.727 7.029 0.03369 6.24 2.22
38 3 4870.000 -16.625 0.076 21.568 6.991 0.03364 6.55 3.24
38 1 4880.000 -0.000 0.029 22.147 7.256 0.03371 5.88 1.38
38 2 4880.000 16.621 0.063 22.727 7.273 0.03369 6.27 2.23
38 3 4880.000 -16.625 0.076 21.568 7.234 0.03365 6.57 3.24
38 1 4890.000 -0.000 0.029 22.147 7.500 0.03372 5.90 1.36
38 2 4890.000 16.621 0.063 22.727 7.516 0.03370 6.29 2.24
38 3 4890.000 -16.625 0.076 21.568 7.478 0.03365 6.58 3.23
38 1 4900.000 -0.000 0.029 22.147 7.743 0.03372 5.92 1.35
38 2 4900.000 16.621 0.063 22.727 7.760 0.03370 6.31 2.25
38 3 4900.000 -16.625 0.076 21.568 7.722 0.03365 6.60 3.23
38 1 4910.000 -0.000 0.029 22.147 7.987 0.03373 5.93 1.33
38 2 4910.000 16.621 0.063 22.727 8.004 0.03371 6.33 2.26
38 3 4910.000 -16.625 0.076 21.568 7.966 0.03366 6.61 3.23
38 1 4920.000 -0.000 0.029 22.147 8.231 0.03373 5.95 1.32
38 2 4920.000 16.621 0.063 22.727 8.248 0.03371 6.34 2.27
38 3 4920.000 -16.625 0.076 21.568 8.210 0.03366 6.63 3.23
38 1 4930.000 -0.000 0.029 22.147 8.475 0.03374 5.96 1.31
38 2 4930.000 16.621 0.063 22.727 8.492 0.03372 6.36 2.29
38 3 4930.000 -16.625 0.076 21.568 8.454 0.03367 6.64 3.23
38 1 4940.000 -0.000 0.029 22.147 8.719 0.03374 5.97 1.30
38 2 4940.000 16.621 0.063 22.727 8.736 0.03372 6.37 2.30
38 3 4940.000 -16.625 0.076 21.568 8.698 0.03367 6.65 3.23
38 1 4950.000 -0.000 0.029 22.147 8.963 0.03374 5.98 1.28
38 2 4950.000 16.621 0.063 22.727 8.980 0.03373 6.38 2.31
38 3 4950.000 -16.625 0.076 21.568 8.942 0.03368 6.66 3.22
38 1 4960.000 -0.000 0.029 22.147 9.207 0.03375 5.98 1.27
38 2 4960.000 16.621 0.063 22.727 9.224 0.03373 6.39 2.32
38 3 4960.000 -16.625 0.076 21.568 9.186 0.03368 6.66 3.22
38 1 4970.000 -0.000 0.029 22.147 9.452 0.03375 5.99 1.26
38 2 4970.000 16.621 0.063 22.727 9.468 0.03374 6.40 2.33
38 3 4970.000 -16.625 0.076 21.568 9.430 0.03369 6.67 3.22
38 1 4980.000 -0.000 0.029 22.147 9.696 0.03376 5.99 1.25
38 2 4980.000 16.621 0.063 22.728 9.713 0.03374 6.40 2.34
38 3 4980.000 -16.625 0.076 21.568 9.674 0.03369 6.67 3.22
38 1 4990.000 -0.000 0.029 22.148 9.940 0.03376 5.99 1.24
38 2 4990.000 16.621 0.063 22.728 9.957 0.03375 6.41 2.35
38 3 4990.000 -16.625 0.076 21.568 9.919 0.03370 6.67 3.22
38 1 5000.000 -0.000 0.029 22.148 10.185 0.03377 5.99 1.23
38 2 5000.000 16.621 0.063 22.728 10.202 0.03375 6.41 2.36
38 3 5000.000 -16.625 0.076 21.568 10.163 0.03370 6.67 3.22
38 1 5010.000 -0.000 0.029 22.148 10.429 0.03377 5.99 1.22
38 2 5010.000 16.621 0.063 22.728 10.446 0.03376 6.41 2.37
38 3 5010.000 -16.625 0.076 21.568 10.408 0.03371 6.67 3.22
38 1 5020.000 -0.000 0.029 22.148 10.674 0.03378 5.99 1.21
38 2 5020.000 16.621 0.063 22.728 10.691 0.03376 6.41 2.38
38 3 5020.000 -16.625 0.076 21.568 10.652 0.03371 6.67 3.21
38 1 5030.000 -0.000 0.029 22.148 10.918 0.03378 5.98 1.21
38 2 5030.000 16.621 0.063 22.728 10.935 0.03377 6.41 2.39
38 3 5030.000 -16.625 0.076 21.569 10.897 0.03372 6.66 3.21
38 1 5040.000 -0.000 0.029 22.148 11.163 0.03379 5.98 1.20
38 2 5040.000 16.621 0.063 22.728 11.180 0.03377 6.40 2.39
38 3 5040.000 -16.625 0.076 21.569 11.141 0.03372 6.66 3.21
38 1 5050.000 -0.000 0.029 22.148 11.408 0.03379 5.97 1.19
38 2 5050.000 16.621 0.063 22.728 11.424 0.03378 6.40 2.40
38 3 5050.000 -16.625 0.076 21.569 11.386 0.03372 6.65 3.21
38 1 5060.000 -0.000 0.029 22.148 11.652 0.03380 5.96 1.18
38 2 5060.000 16.621 0.063 22.728 11.669 0.03378 6.39 2.41
38 3 5060.000 -16.625 0.076 21.569 11.631 0.03373 6.64 3.20
38 1 5070.000 -0.000 0.029 22.148 11.897 0.03380 5.94 1.17
38 2 5070.000 16.621 0.063 22.728 11.914 0.03379 6.38 2.42
38 3 5070.000 -16.625 0.076 21.569 11.876 0.03373 6.63 3.20
38 1 5080.000 -0.000 0.029 22.148 12.142 0.03381 5.93 1.17
38 2 5080.000 16.621 0.063 22.728 12.159 0.03379 6.37 2.42
38 3 5080.000 -16.625 0.076 21.569 12.121 0.03374 6.61 3.20
38 1 5090.000 -0.000 0.029 22.148 12.387 0.03381 5.91 1.16
38 2 5090.000 16.621 0.063 22.729 12.404 0.03380 6.35 2.43
38 3 5090.000 -16.625 0.076 21.569 12.365 0.03374 6.60 3.19
38 1 5100.000 -0.000 0.029 22.149 12.632 0.03382 5.89 1.15
38 2 5100.000 16.621 0.063 22.729 12.649 0.03380 6.34 2.43
38 3 5100.000 -16.625 0.076 21.569 12.610 0.03375 6.58 3.19
38 1 5110.000 -0.000 0.029 22.149 12.877 0.03382 5.87 1.15
38 2 5110.000 16.621 0.063 22.729 12.894 0.03381 6.32 2.44
38 3 5110.000 -16.625 0.076 21.569 12.856 0.03375 6.56 3.19
38 1 5120.000 -0.000 0.029 22.149 13.122 0.03383 5.85 1.14
38 2 5120.000 16.621 0.063 22.729 13.139 0.03381 6.30 2.44
38 3 5120.000 -16.625 0.076 21.570 13.101 0.03376 6.54 3.18
38 1 5130.000 -0.000 0.029 22.149 13.367 0.03383 5.82 1.13
38 2 5130.000 16.621 0.063 22.729 13.384 0.03382 6.28 2.45
38 3 5130.000 -16.625 0.076 21.570 13.346 0.03376 6.52 3.18
38 1 5140.000 -0.000 0.029 22.149 13.613 0.03384 5.80 1.12
38 2 5140.000 16.621 0.063 22.729 13.630 0.03382 6.25 2.45
38 3 5140.000 -16.625 0.076 21.570 13.591 0.03377 6.50 3.18
38 1 5150.000 -0.000 0.029 22.149 13.858 0.03385 5.77 1.12
38 2 5150.000 16.621 0.063 22.729 13.875 0.03383 6.23 2.45
38 3 5150.000 -16.625 0.076 21.570 13.836 0.03377 6.47 3.17
38 1 5160.000 -0.000 0.029 22.150 14.103 0.03385 5.74 1.11
38 2 5160.000 16.621 0.063 22.730 14.120 0.03383 6.20 2.45
38 3 5160.000 -16.625 0.076 21.570 14.082 0.03378 6.45 3.17
38 1 5170.000 -0.000 0.029 22.150 14.349 0.03386 5.71 1.10
38 2 5170.000 16.621 0.063 22.730 14.366 0.03384 6.17 2.46
38 3 5170.000 -16.625 0.076 21.570 14.327 0.03378 6.42 3.16
38 1 5180.000 -0.000 0.029 22.150 14.594 0.03386 5.67 1.10
38 2 5180.000 16.621 0.063 22.730 14.611 0.03384 6.14 2.46
38 3 5180.000 -16.625 0.076 21.571 14.573 0.03379 6.39 3.16
38 1 5190.000 -0.000 0.029 22.150 14.840 0.03387 5.64 1.09
38 2 5190.000 16.621 0.063 22.730 14.857 0.03385 6.11 2.46
38 3 5190.000 -16.625 0.076 21.571 14.818 0.03379 6.35 3.15
38 1 5200.000 -0.000 0.029 22.150 15.086 0.03387 5.60 1.08
38 2 5200.000 16.621 0.063 22.730 15.103 0.03385 6.07 2.45
38 3 5200.000 -16.625 0.076 21.571 15.064 0.03380 6.32 3.14
38 1 5210.000 -0.000 0.029 22.151 15.331 0.03388 5.56 1.08
38 2 5210.000 16.621 0.063 22.731 15.348 0.03386 6.03 2.45
38 3 5210.000 -16.625 0.076 21.571 15.310 0.03380 6.28 3.14
38 1 5220.000 -0.000 0.029 22.151 15.577 0.03388 5.52 1.07
38 2 5220.000 16.621 0.063 22.731 15.594 0.03387 6.00 2.45
38 3 5220.000 -16.625 0.076 21.571 15.555 0.03381 6.25 3.13
38 1 5230.000 -0.000 0.029 22.151 15.823 0.03389 5.47 1.06
38 2 5230.000 16.621 0.063 22.731 15.840 0.03387 5.96 2.45
38 3 5230.000 -16.625 0.076 21.572 15.801 0.03381 6.21 3.13
38 1 5240.000 -0.000 0.029 22.151 16.069 0.03389 5.43 1.06
38 2 5240.000 16.621 0.063 22.731 16.086 0.03388 5.91 2.44
38 3 5240.000 -16.625 0.076 21.572 16.047 0.03382 6.17 3.12
38 1 5250.000 -0.000 0.029 22.152 16.315 0.03390 5.38 1.05
38 2 5250.000 16.621 0.063 22.732 16.332 0.03388 5.87 2.44
38 3 5250.000 -16.625 0.076 21.572 16.293 0.03382 6.12 3.12
38 1 5260.000 -0.000 0.029 22.152 16.561 0.03390 5.33 1.05
38 2 5260.000 16.621 0.063 22.732 16.578 0.03389 5.82 2.43
38 3 5260.000 -16.625 0.076 21.572 16.539 0.03383 6.08 3.11
38 1 5270.000 -0.000 0.029 22.152 16.807 0.03391 5.28 1.04
38 2 5270.000 16.621 0.063 22.732 16.824 0.03389 5.77 2.43
38 3 5270.000 -16.625 0.076 21.573 16.785 0.03383 6.03 3.10
38 1 5280.000 -0.000 0.029 22.152 17.053 0.03392 5.23 1.04
38 2 5280.000 16.621 0.063 22.732 17.070 0.03390 5.72 2.42
38 3 5280.000 -16.625 0.076 21.573 17.031 0.03384 5.99 3.10
38 1 5290.000 -0.000 0.029 22.153 17.299 0.03392 5.17 1.03
38 2 5290.000 16.621 0.063 22.733 17.316 0.03390 5.67 2.41
38 3 5290.000 -16.625 0.076 21.573 17.277 0.03384 5.94 3.09
38 1 5300.000 -0.000 0.029 22.153 17.545 0.03393 5.11 1.03
38 2 5300.000 16.621 0.063 22.733 17.562 0.03391 5.61 2.40
38 3 5300.000 -16.625 0.076 21.573 17.523 0.03385 5.88 3.09
38 1 5310.000 -0.000 0.029 22.153 17.792 0.03393 5.05 1.03
38 2 5310.000 16.621 0.063 22.733 17.809 0.03392 5.56 2.39
38 3 5310.000 -16.625 0.076 21.574 17.770 0.03385 5.83 3.08
38 1 5320.000 -0.000 0.029 22.153 18.038 0.03394 4.99 1.02
38 2 5320.000 16.621 0.063 22.734 18.055 0.03392 5.50 2.38
38 3 5320.000 -16.625 0.076 21.574 18.016 0.03386 5.78 3.08
38 1 5330.000 -0.000 0.029 22.154 18.284 0.03394 4.93 1.02
38 2 5330.000 16.621 0.063 22.734 18.302 0.03393 5.44 2.37
38 3 5330.000 -16.625 0.076 21.574 18.263 0.03387 5.72 3.07
38 1 5340.000 -0.000 0.029 22.154 18.531 0.03395 4.86 1.02
38 2 5340.000 16.621 0.063 22.734 18.548 0.03393 5.37 2.36
38 3 5340.000 -16.625 0.076 21.575 18.509 0.03387 5.66 3.07
38 1 5350.000 -0.000 0.029 22.154 18.778 0.03396 4.80 1.02
38 2 5350.000 16.621 0.063 22.734 18.795 0.03394 5.31 2.35
38 3 5350.000 -16.625 0.076 21.575 18.756 0.03388 5.61 3.06
38 1 5360.000 -0.000 0.029 22.155 19.024 0.03396 4.73 1.02
38 2 5360.000 16.621 0.063 22.735 19.041 0.03395 5.24 2.33
38 3 5360.000 -16.625 0.076 21.575 19.002 0.03388 5.55 3.06
38 1 5370.000 -0.000 0.029 22.155 19.271 0.03397 4.66 1.03
38 2 5370.000 16.621 0.063 22.735 19.288 0.03395 5.18 2.32
38 3 5370.000 -16.625 0.076 21.576 19.249 0.03389 5.48 3.06
