lambda,element,ion,note,intens_4MOST,intens_NIST,ritz_lambda,vacuum_sigma,ritz_sigma,obs-ritz
5001.5799,Cs,2.0,NIST,,20000,5001.5787,0.0004,0.0003,0.0012
5002.2936,Cs,2.0,NIST,,490,5002.2877,0.0012,0.001,0.0059
5013.0092,Cs,2.0,NIST,,16000,5013.0094,0.0009,0.0004,-0.0002
5016.607421875,Cs,,4MOST,15.310612678527832,,,,,
5029.525,Cs,2.0,NIST,,1000,5029.5274,0.002,0.0004,-0.0024
5035.817,Cs,2.0,NIST,,280,5035.8149,0.003,0.0004,0.002
5041.9578,Cs,2.0,NIST,,21000,5041.9577,0.0004,0.0003,0.0001
5043.8028,Cs,2.0,NIST,,2700000,5043.8026,0.0004,0.0004,0.0002
5048.222,Cs,2.0,NIST,,3900,5048.2219,0.0017,0.0003,0.0001
5052.69,Cs,2.0,NIST,,92000,5052.6901,0.0004,0.0003,-0.0001
5059.8686,Cs,2.0,4MOST & NIST,17.515199661254883,280000.0,5059.869,0.0007,0.0003,-0.0004
5060.9363,Cs,2.0,NIST,,210,5060.9367,0.0018,0.0003,-0.0004
5070.6777,Cs,2.0,NIST,,6000,5070.6779,0.0004,0.0003,-0.0002
5071.95458984375,Cs,,4MOST,16.486963272094727,,,,,
5074.4444,Cs,2.0,NIST,,1000,5074.4432,0.0015,0.0004,0.0012
5080.1165,Cs,2.0,NIST,,17000,5080.1171,0.0004,0.0004,-0.0006
5081.77,Cs,2.0,NIST,,47000,5081.7699,0.0004,0.0003,0.0001
5082.074,Cs,2.0,NIST,,240,5082.0779,0.003,0.0004,-0.004
5083.255,Cs,2.0,NIST,,680,5083.2601,0.003,0.0003,-0.005
5093.48193359375,Cs,,4MOST,20.864925384521484,,,,,
5096.5974,Cs,2.0,NIST,,290000,5096.5972,0.0004,0.0003,0.0002
5109.3258,Cs,2.0,NIST,,130,5109.3269,0.0018,0.0004,-0.0011
5119.693359375,Cs,,4MOST,28.59193229675293,,,,,
5125.968,Cs,2.0,NIST,,21,5125.9694,0.003,0.0003,-0.001
5139.397,Cs,2.0,NIST,,310,5139.3961,0.002,0.0003,0.0009
5142.234,Cs,2.0,NIST,,61,5142.2348,0.0018,0.0004,-0.0008
5152.6813,Cs,1.0,4MOST & NIST,40.11085510253906,,5152.68344,0.0005,0.00014,-0.0021
5159.441,Cs,2.0,NIST,,20,5159.4499,0.002,0.0004,-0.0089
5159.5371,Cs,2.0,NIST,,120,5159.5434,0.0016,0.0005,-0.0063
5173.689,Cs,2.0,NIST,,220,5173.689,0.003,0.0003,0.0
5177.11962890625,Cs,,4MOST,20.434619903564453,,,,,
5181.879,Cs,2.0,NIST,,260,5181.8789,0.003,0.0004,0.0
5182.3197,Cs,2.0,NIST,,2900,5182.3227,0.0018,0.0004,-0.003
5188.24072265625,Cs,,4MOST,17.00802230834961,,,,,
5196.7343,Cs,1.0,4MOST & NIST,67.77679443359375,,5196.73753,0.0005,0.00014,-0.0032
5200.8146,Cs,2.0,NIST,,4400,5200.8143,0.0005,0.0003,0.0003
5205.876,Cs,2.0,NIST,,150,5205.8744,0.002,0.0003,0.0016
5207.322,Cs,2.0,NIST,,340,5207.3251,0.004,0.0004,-0.003
5209.5813,Cs,2.0,NIST,,650000,5209.5813,0.0004,0.0004,0.0
5219.867,Cs,2.0,NIST,,600,5219.8655,0.005,0.0004,0.001
5220.658203125,Cs,,4MOST,17.754257202148438,,,,,
5221.505,Cs,2.0,NIST,,1000,5221.503,0.003,0.0004,0.002
5227.0362,Cs,2.0,NIST,,7500000,5227.0372,0.0018,0.0005,-0.001
5229.25,Cs,,4MOST,22.789857864379883,,,,,
5240.80908203125,Cs,,4MOST,22.067529678344727,,,,,
5249.385,Cs,2.0,NIST,,2900000,5249.3849,0.0004,0.0004,0.0001
5256.5633,Cs,1.0,NIST,,,5256.56738,0.0005,0.00014,-0.0041
5256.5942,Cs,2.0,4MOST & NIST,115.7936782836914,4900.0,5256.5958,0.0012,0.0004,-0.0016
5258.217,Cs,2.0,NIST,,640,5258.2229,0.003,0.0003,-0.006
5263.1804,Cs,2.0,NIST,,9400,5263.1801,0.0004,0.0005,0.0003
5268.3896484375,Cs,,4MOST,32.868202209472656,,,,,
5274.054,Cs,2.0,NIST,,1100000,5274.0539,0.0004,0.0005,0.0001
5275.402,Cs,2.0,NIST,,330,5275.40176,0.004,0.00022,0.0
5284.858,Cs,2.0,NIST,,120,5284.8614,0.002,0.0004,-0.0034
5288.29638671875,Cs,,4MOST,13.343111038208008,,,,,
5301.4,Cs,1.0,NIST,,,5301.44916,0.02,6e-05,-0.049
5303.43408203125,Cs,,4MOST,52.76364135742188,,,,,
5303.7766,Cs,1.0,NIST,,,5303.78353,0.0005,6e-05,-0.0069
5306.5954,Cs,2.0,NIST,,130000,5306.5953,0.0004,0.0003,0.0001
5314.163,Cs,2.0,NIST,,130,5314.1645,0.007,0.0004,-0.002
5315.2576,Cs,2.0,NIST,,6300,5315.2583,0.0005,0.0004,-0.0007
5319.75,Cs,2.0,NIST,,40,5319.7452,0.005,0.0003,0.005
5330.01318359375,Cs,,4MOST,13.389527320861816,,,,,
5339.76,Cs,2.0,NIST,,880,5339.7642,0.003,0.0003,-0.004
5340.9418,Cs,1.0,4MOST & NIST,128.37901306152344,,5340.94508,0.0005,0.00015,-0.0033
5340.9418,Cs,1.0,4MOST & NIST,142.42259216308594,,5340.94508,0.0005,0.00015,-0.0033
5349.13,Cs,2.0,4MOST & NIST,62.21862411499024,1000000,5349.1319,0.0005,0.0004,-0.0004
5349.1315,Cs,2.0,4MOST & NIST,60.70568084716797,1000000.0,5349.1319,0.0005,0.0004,-0.0004
5350.3512,Cs,1.0,NIST,,,5350.35446,0.0005,6e-05,-0.0033
5358.4325,Cs,2.0,NIST,,17000,5358.4326,0.0004,0.0004,-0.0001
5369.225,Cs,2.0,NIST,,640,5369.2266,0.004,0.0003,-0.002
5370.9877,Cs,2.0,NIST,,2200000,5370.9876,0.0004,0.0005,0.0001
5385.06689453125,Cs,,4MOST,21.211530685424805,,,,,
5385.4453125,Cs,,4MOST,11.631678581237791,,,,,
5387.1793,Cs,2.0,NIST,,2000,5387.1792,0.0006,0.0003,0.0001
5402.7847,Cs,2.0,NIST,,120000,5402.7846,0.0004,0.0004,0.0001
5406.6672,Cs,1.0,4MOST & NIST,58.584102630615234,,5406.66919,0.0005,6e-05,-0.002
5407.1899,Cs,2.0,NIST,,10000,5407.19,0.0004,0.0004,-0.0001
5407.4374,Cs,2.0,NIST,,2000,5407.4355,0.0018,0.0005,0.0019
5413.6145,Cs,1.0,4MOST & NIST,17.69772720336914,,5413.62102,0.0005,6e-05,-0.0065
5413.6145,Cs,1.0,4MOST & NIST,241.27720642089844,,5413.62102,0.0005,6e-05,-0.0065
5414.28,Cs,1.0,NIST,,,5414.29592,0.02,0.00015,-0.016
5419.6727,Cs,2.0,NIST,,290000,5419.6727,0.0004,0.0004,0.0
5420.461,Cs,2.0,NIST,,760,5420.4626,0.004,0.0003,-0.002
5431.019,Cs,2.0,NIST,,180,5431.0198,0.003,0.0004,-0.001
5446.31201171875,Cs,,4MOST,11.878232955932615,,,,,
5451.5791015625,Cs,,4MOST,14.13520622253418,,,,,
5461.9231,Cs,1.0,NIST,,,5461.92371,0.0005,7e-05,-0.0006
5462.248046875,Cs,,4MOST,66.00558471679688,,,,,
5463.8,Cs,2.0,NIST,,75bl,5463.8458,0.3,0.0003,0.0
5465.9443,Cs,1.0,4MOST & NIST,813.0433349609375,bl,5465.94378,0.0005,0.00015,0.0005
5485.4738,Cs,2.0,NIST,,1800,5485.4729,0.0018,0.0006,0.0009
5487.694,Cs,2.0,NIST,,140,5487.6937,0.005,0.0004,0.0
5492.691,Cs,2.0,NIST,,54,5492.6914,0.005,0.0005,0.0
5495.9482421875,Cs,,4MOST,25.48713493347168,,,,,
5501.022,Cs,2.0,NIST,,29,5501.0308,0.01,0.0004,-0.009
5502.8843,Cs,1.0,4MOST & NIST,598.199462890625,,5502.88485,0.0005,7e-05,-0.0006
5503.8524,Cs,1.0,NIST,,,5503.85631,0.0005,0.00015,-0.0039
5507.1315,Cs,2.0,NIST,,30000,5507.1314,0.0004,0.0007,0.0001
5514.9208984375,Cs,,4MOST,16.388534545898438,,,,,
5535.1376953125,Cs,,4MOST,17.807477951049805,,,,,
5551.217,Cs,2.0,NIST,,190,5551.2134,0.003,0.0005,0.004
5558.8310546875,Cs,,4MOST,19.325214385986328,,,,,
5563.0244,Cs,2.0,NIST,,3900000,5563.024,0.0005,0.0005,0.0004
5568.4078,Cs,1.0,4MOST & NIST,162.8435821533203,,5568.41012,0.0005,7e-05,-0.0023
5573.674,Cs,1.0,4MOST & NIST,129.71983337402344,,5573.67718,0.0005,7e-05,-0.0032
5579.0285,Cs,2.0,NIST,,28000,5579.0286,0.0004,0.0004,-0.0001
5583.902,Cs,2.0,NIST,,25,5583.9021,0.007,0.0022,0.0
5585.567,Cs,2.0,NIST,,26000,5585.5667,0.0004,0.0006,0.0003
5589.882,Cs,2.0,NIST,,17,5589.8877,0.007,0.0004,-0.006
5601.2314453125,Cs,,4MOST,13.717639923095703,,,,,
5606.97998046875,Cs,,4MOST,20.069652557373047,,,,,
5609.373,Cs,2.0,NIST,,770,5609.3793,0.004,0.0004,-0.006
5614.2998046875,Cs,,4MOST,14.16486644744873,,,,,
5617.414,Cs,2.0,NIST,,360,5617.4169,0.003,0.0005,-0.003
5628.1528,Cs,2.0,NIST,,340,5628.152,0.0016,0.0004,0.0008
5628.3536,Cs,2.0,NIST,,18000,5628.3533,0.0011,0.0006,0.0003
5635.2123,Cs,1.0,4MOST & NIST,1384.875732421875,,5635.21336,0.0005,7e-05,-0.0011
5636.67,Cs,1.0,NIST,,,5636.69149,0.02,0.00016,-0.021
5649.9965,Cs,2.0,NIST,,1700,5649.9967,0.0014,0.0005,-0.0002
5650.262,Cs,2.0,NIST,,65,5650.2647,0.007,0.0006,-0.003
5650.671,Cs,2.0,NIST,,120,5650.6664,0.006,0.0004,0.005
5651.45947265625,Cs,,4MOST,19.48112869262696,,,,,
5655.26,Cs,2.0,NIST,,79,5655.2622,0.005,0.0004,-0.002
5659.415,Cs,2.0,NIST,,82,5659.4136,0.007,0.0004,0.001
5664.0183,Cs,1.0,4MOST & NIST,1939.8853759765625,bl,5664.01769,0.0005,0.00016,0.0006
5666.98,Cs,2.0,NIST,,290,5666.983,0.003,0.0006,-0.003
5688.664,Cs,2.0,NIST,,2800,5688.6655,0.004,0.0004,-0.002
5693.777,Cs,2.0,NIST,,29,5693.782,0.006,0.004,-0.005
5700.27587890625,Cs,,4MOST,15.10793685913086,,,,,
5700.767,Cs,2.0,NIST,,890,5700.7673,0.004,0.0005,0.0
5725.506,Cs,2.0,NIST,,530,5725.5067,0.003,0.0004,-0.001
5739.56494140625,Cs,,4MOST,18.057537078857425,,,,,
5744.753,Cs,2.0,NIST,,1100,5744.7538,0.003,0.002,-0.001
5745.7244,Cs,1.0,NIST,,,5745.72334,0.0005,7e-05,0.0011
5746.0595703125,Cs,,4MOST,217.5431671142578,,,,,
5755.28,Cs,2.0,NIST,,500,5755.2792,0.004,0.0004,0.001
5757.099,Cs,2.0,NIST,,15,5757.104,0.003,0.0004,-0.005
5766.744,Cs,2.0,NIST,,24,5766.745,0.007,0.01,-0.001
5772.25830078125,Cs,,4MOST,16.091812133789062,,,,,
5772.995,Cs,2.0,NIST,,240,5772.9966,0.003,0.0004,-0.002
5783.222,Cs,2.0,NIST,,19,5783.2112,0.009,0.0004,0.011
5784.01904296875,Cs,,4MOST,16.066730499267578,,,,,
5793.653,Cs,2.0,NIST,,55,5793.6565,0.005,0.0005,-0.003
5798.54296875,Cs,,4MOST,15.698363304138184,,,,,
5807.9538,Cs,2.0,NIST,,2000,5807.9504,0.0008,0.0005,0.0034
5812.7507,Cs,2.0,NIST,,4100,5812.7496,0.0008,0.0005,0.0011
5814.164,Cs,2.0,NIST,,450000,5814.1641,0.0007,0.0005,-0.0001
5816.16943359375,Cs,,4MOST,16.29927635192871,,,,,
5831.1406,Cs,2.0,NIST,,2400000,5831.1404,0.0007,0.0005,0.0002
5836.4,Cs,2.0,NIST,,270bl,5836.3945,0.3,0.0005,0.0
5838.8347,Cs,1.0,4MOST & NIST,390.7375793457031,bl,5838.83404,0.0005,0.00017,0.0007
5845.141,Cs,1.0,4MOST & NIST,2377.797119140625,,5845.14139,0.0005,7e-05,-0.0004
5845.8445,Cs,2.0,NIST,,16000,5845.8445,0.0006,0.0009,0.0
5853.7895,Cs,2.0,NIST,,1400,5853.7884,0.0014,0.0004,0.0011
5854.9482,Cs,2.0,NIST,,3900,5854.9487,0.0008,0.0004,-0.0005
5860.43994140625,Cs,,4MOST,18.499935150146484,,,,,
5863.6904,Cs,2.0,NIST,,41000,5863.6903,0.0006,0.0006,0.0001
5867.186,Cs,2.0,NIST,,20,5867.186,0.007,0.01,0.0
5869.055,Cs,2.0,NIST,,570,5869.0554,0.0019,0.0004,-0.0004
5869.75390625,Cs,,4MOST,15.932823181152344,,,,,
5871.796,Cs,2.0,NIST,,38,5871.7957,0.008,0.0005,0.0
5873.853515625,Cs,,4MOST,17.88730812072754,,,,,
5877.707,Cs,2.0,NIST,,61,5877.7134,0.005,0.0006,-0.006
5881.938,Cs,2.0,NIST,,150i,5881.9414,0.003,0.0005,-0.003
5882.888,Cs,2.0,4MOST & NIST,16.413606643676758,1400,5882.8885,0.004,0.0004,0.0
5886.5083,Cs,2.0,NIST,,20000,5886.5068,0.0008,0.0006,0.0015
5890.12109375,Cs,,4MOST,148.9955596923828,,,,,
5892.7572,Cs,2.0,NIST,,1700,5892.7582,0.0007,0.0005,-0.001
5894.821,Cs,2.0,NIST,,2400,5894.8202,0.003,0.0006,0.001
5896.06103515625,Cs,,4MOST,83.01214599609375,,,,,
5897.758,Cs,2.0,NIST,,2700,5897.7579,0.003,0.0004,0.0
5899.1982421875,Cs,,4MOST,16.41990089416504,,,,,
5911.334,Cs,2.0,NIST,,430,5911.3374,0.003,0.0007,-0.003
5912.0615234375,Cs,,4MOST,17.686033248901367,,,,,
5916.65087890625,Cs,,4MOST,14.7435941696167,,,,,
5925.6311,Cs,2.0,NIST,,5100000,5925.6312,0.0005,0.0008,-0.0001
5928.974609375,Cs,,4MOST,15.923460006713867,,,,,
5934.252,Cs,2.0,NIST,,740,5934.2435,0.003,0.0005,0.009
5935.2833,Cs,2.0,NIST,,11000,5935.2845,0.0007,0.0004,-0.0012
5946.14892578125,Cs,,4MOST,13.788617134094238,,,,,
5958.0505,Cs,2.0,NIST,,8700,5958.0502,0.0005,0.0004,0.0003
5959.9794921875,Cs,,4MOST,14.066768646240234,,,,,
5969.0078125,Cs,,4MOST,14.235868453979492,,,,,
5977.1437,Cs,2.0,NIST,,17000,5977.144,0.0005,0.0004,-0.0003
5981.23681640625,Cs,,4MOST,13.658490180969238,,,,,
5982.5375,Cs,2.0,NIST,,3500,5982.5363,0.0007,0.0005,0.0012
5982.831,Cs,2.0,NIST,,720,5982.8368,0.005,0.0006,-0.006
5983.318,Cs,2.0,NIST,,450,5983.3165,0.005,0.0004,0.001
5984.3867,Cs,2.0,NIST,,140000,5984.3867,0.0004,0.0006,0.0
5999.512,Cs,2.0,NIST,,3400,5999.5122,0.0005,0.0006,-0.0002
6009.4409,Cs,2.0,NIST,,3000,6009.4403,0.0013,0.0005,0.0006
6010.4905,Cs,1.0,4MOST & NIST,2511.381591796875,bl,6010.4901,0.0005,0.00018,0.0004
6028.1883,Cs,2.0,NIST,,910,6028.1898,0.0005,0.0005,-0.0015
6032.422,Cs,2.0,NIST,,37,6032.4211,0.005,0.0005,0.001
6034.0895,Cs,1.0,4MOST & NIST,298.5810852050781,,6034.08916,0.0005,0.00018,0.0003
6039.542,Cs,2.0,NIST,,280,6039.5358,0.005,0.0005,0.006
6039.846,Cs,2.0,NIST,,160,6039.851,0.006,0.007,-0.005
6043.353515625,Cs,,4MOST,16.972925186157227,,,,,
6052.75,Cs,,4MOST,11.236088752746582,,,,,
6066.736328125,Cs,,4MOST,11.073203086853027,,,,,
6068.3918,Cs,2.0,NIST,,900,6068.3922,0.0007,0.0005,-0.0004
6076.7224,Cs,2.0,NIST,,76000,6076.7224,0.0005,0.0005,0.0
6077.809,Cs,2.0,NIST,,640,6077.8023,0.003,0.0005,0.007
6078.8932,Cs,2.0,NIST,,1900,6078.8943,0.0009,0.0004,-0.0011
6090.59375,Cs,,4MOST,11.50614070892334,,,,,
6098.7502,Cs,2.0,NIST,,18000,6098.752,0.0006,0.0005,-0.0018
6099.943,Cs,2.0,NIST,,56,6099.9445,0.009,0.0005,-0.001
6102.4093,Cs,2.0,NIST,,900,6102.4104,0.0006,0.0005,-0.0011
6109.816,Cs,2.0,NIST,,600,6109.823,0.005,0.0015,-0.007
6116.52,Cs,1.0,NIST,,,6116.4877,0.02,0.0004,0.032
6116.536,Cs,2.0,4MOST & NIST,12.547500610351562,,6116.4877,0.02,0.0004,0.032
6122.424,Cs,2.0,NIST,,77,6122.4224,0.004,0.0006,0.002
6128.6069,Cs,2.0,NIST,,980000,6128.6072,0.0005,0.0006,-0.0003
6132.5,Cs,2.0,NIST,,400bl,6132.532,0.4,0.0005,0.0
6144.301,Cs,2.0,NIST,,120,6144.334,0.013,0.005,-0.033
6150.38,Cs,1.0,NIST,,,6150.3846,0.02,0.0004,-0.005
6151.1905,Cs,2.0,NIST,,6500,6151.1882,0.0005,0.0005,0.0023
6151.7646484375,Cs,,4MOST,19.40838432312012,,,,,
6153.2381,Cs,1.0,NIST,,,6153.22982,0.0005,0.0001,0.0083
6163.887,Cs,2.0,NIST,,1400,6163.8847,0.003,0.0005,0.002
6165.5035,Cs,2.0,NIST,,3300,6165.5026,0.0006,0.0005,0.0009
6170.4,Cs,2.0,NIST,,42,6170.3932,0.003,0.0005,0.007
6172.8803,Cs,2.0,NIST,,2100,6172.8781,0.0007,0.0005,0.0022
6179.857,Cs,2.0,NIST,,670,6179.8577,0.005,0.0006,-0.001
6187.5442,Cs,1.0,NIST,,,6187.53739,0.0005,0.00011,0.0068
6190.895,Cs,2.0,NIST,,640,6190.8873,0.002,0.0005,0.0077
6191.985,Cs,2.0,NIST,,370,6191.9872,0.004,0.0005,-0.002
6193.6689,Cs,1.0,4MOST & NIST,21.612031936645508,,6193.6649,0.0005,0.0004,0.004
6213.0998,Cs,1.0,4MOST & NIST,2925.049560546875,,6213.10009,0.0005,0.0002,-0.0003
6214.4722,Cs,2.0,NIST,,9900,6214.4711,0.0005,0.0005,0.0011
6217.5986,Cs,1.0,4MOST & NIST,377.1145629882813,,6217.59804,0.0005,0.0002,0.0006
6223.431,Cs,2.0,NIST,,290,6223.4352,0.003,0.0005,-0.004
6227.74,Cs,2.0,NIST,,230,6227.744,0.004,0.0004,-0.004
6231.349,Cs,1.0,NIST,,,6231.34537,0.0005,0.00011,0.0036
6231.9384765625,Cs,,4MOST,24.407995223999023,,,,,
6244.311,Cs,2.0,NIST,,120,6244.3158,0.003,0.0005,-0.005
6250.2149,Cs,1.0,NIST,,D,6250.2126,0.0005,0.0004,0.0023
6250.75,Cs,,4MOST,30.6724853515625,,,,,
6273.5076,Cs,2.0,NIST,,2800,6273.5066,0.0006,0.0005,0.001
6287.612,Cs,2.0,NIST,,5300,6287.6058,0.0011,0.0005,0.0062
6288.5927,Cs,1.0,NIST,,D,6288.58827,0.0005,0.00011,0.0044
6289.220703125,Cs,,4MOST,38.55185317993164,,,,,
6298.068,Cs,2.0,NIST,,33,6298.085,0.005,0.004,-0.017
6298.976,Cs,2.0,NIST,,14,6299.002,0.012,0.004,-0.026
6308.0144,Cs,2.0,NIST,,1300,6308.0148,0.0015,0.0005,-0.0004
6320.777,Cs,2.0,NIST,,63,6320.7778,0.005,0.0005,-0.001
6321.505,Cs,2.0,NIST,,77,6321.4917,0.006,0.0008,0.013
6326.2034,Cs,1.0,NIST,,D,6326.1997,0.0005,0.0004,0.0037
6326.8193359375,Cs,,4MOST,48.78919219970703,,,,,
6330.201,Cs,2.0,NIST,,75,6330.201,0.007,0.01,0.0
6333.618,Cs,2.0,NIST,,510,6333.619,0.007,0.008,-0.001
6335.041,Cs,2.0,NIST,,210,6335.04,0.004,0.006,0.001
6342.724,Cs,2.0,NIST,,1200,6342.7241,0.003,0.0005,0.0
6343.7639,Cs,2.0,NIST,,2400,6343.7646,0.0007,0.0005,-0.0007
6354.5548,Cs,1.0,4MOST & NIST,385.0532836914063,bl,6354.55455,0.0005,0.0002,0.0002
6357.8558,Cs,2.0,NIST,,1300,6357.8567,0.0008,0.0005,-0.0009
6365.5226,Cs,1.0,NIST,,D,6365.51989,0.0005,0.00011,0.0027
6366.10302734375,Cs,,4MOST,71.1681137084961,,,,,
6367.088,Cs,2.0,NIST,,290,6367.0745,0.006,0.0021,0.014
6399.671,Cs,2.0,NIST,,620,6399.6701,0.004,0.0006,0.001
6408.451,Cs,2.0,NIST,,340,6408.4583,0.005,0.0013,-0.007
6409.441,Cs,2.0,NIST,,48,6409.443,0.005,0.007,-0.002
6414.1823,Cs,2.0,NIST,,850,6414.1816,0.0008,0.0006,0.0007
6419.5247,Cs,2.0,NIST,,200000,6419.5251,0.0006,0.0007,-0.0004
6431.9662,Cs,1.0,NIST,,,6431.963,0.0005,0.0004,0.0032
6432.525390625,Cs,,4MOST,97.83287048339844,,,,,
6438.172,Cs,2.0,NIST,,290,6438.174,0.003,0.003,-0.002
6440.094,Cs,2.0,NIST,,53,6440.101,0.006,0.005,-0.007
6440.853,Cs,2.0,NIST,,1140,6440.8581,0.003,0.0005,-0.005
6442.65,Cs,2.0,NIST,,21,6442.6525,0.008,0.0006,-0.003
6443.876,Cs,2.0,NIST,,280,6443.8795,0.003,0.0005,-0.004
6470.4758,Cs,2.0,NIST,,6900,6470.4746,0.0006,0.0005,0.0012
6472.6196,Cs,1.0,NIST,,,6472.6172,0.0005,0.0003,0.0024
6473.26806640625,Cs,,4MOST,132.84432983398438,,,,,
6477.647,Cs,2.0,NIST,,280,6477.6487,0.003,0.0005,-0.002
6485.252,Cs,2.0,NIST,,190,6485.25,0.003,0.004,0.002
6489.386,Cs,2.0,NIST,,810,6489.3823,0.003,0.0005,0.004
6495.5326,Cs,2.0,NIST,,830000,6495.5329,0.0006,0.0007,-0.0003
6497.988,Cs,2.0,NIST,,670,6497.9896,0.002,0.0005,-0.0016
6516.028,Cs,2.0,NIST,,240,6516.0307,0.003,0.0006,-0.003
6520.168,Cs,2.0,NIST,,95,6520.172,0.006,0.008,-0.004
6524.495,Cs,2.0,NIST,,66,6524.4909,0.005,0.0005,0.004
6526.576,Cs,2.0,NIST,,89,6526.5746,0.019,0.0005,0.001
6532.305,Cs,2.0,NIST,,240,6532.288,0.005,0.005,0.017
6536.4448,Cs,2.0,NIST,,1000000,6536.445,0.0008,0.0006,-0.0002
6548.078,Cs,2.0,NIST,,610,6548.062,0.003,0.003,0.016
6552.361,Cs,2.0,NIST,,49,6552.3694,0.006,0.0005,-0.008
6555.405,Cs,2.0,NIST,,80,6555.401,0.006,0.004,0.004
6561.0458,Cs,2.0,NIST,,1440,6561.0447,0.0007,0.0005,0.0011
6563.308,Cs,2.0,NIST,,230,6563.318,0.004,0.004,-0.01
6569.174,Cs,2.0,NIST,,190,6569.1722,0.003,0.0006,0.002
6570.445,Cs,2.0,NIST,,170,6570.4478,0.007,0.0005,-0.003
6574.069,Cs,2.0,NIST,,44,6574.075,0.009,0.01,-0.006
6574.515,Cs,2.0,NIST,,53,6574.513,0.01,0.005,0.002
6575.509,Cs,2.0,NIST,,200,6575.5193,0.004,0.0006,-0.01
6586.0216,Cs,1.0,NIST,,,6586.0192,0.0005,0.0004,0.0024
6586.5096,Cs,1.0,4MOST & NIST,866.603759765625,,6586.50973,0.0005,0.00022,-0.0001
6598.802,Cs,2.0,NIST,,44,6598.798,0.007,0.0005,0.004
6599.53,Cs,2.0,NIST,,190,6599.528,0.003,0.004,0.002
6601.833,Cs,2.0,NIST,,210,6601.8414,0.004,0.0005,-0.008
6606.939,Cs,2.0,NIST,,180,6606.939,0.003,0.004,0.0
6620.8581,Cs,2.0,NIST,,12000,6620.8581,0.0005,0.0006,0.0
6628.0075,Cs,2.0,NIST,,53000,6628.0074,0.0005,0.0007,0.0001
6628.6576,Cs,1.0,4MOST & NIST,258.9280700683594,,6628.6569,0.0005,0.0003,0.0007
6638.249,Cs,2.0,NIST,,200,6638.2447,0.004,0.0005,0.004
6646.5663,Cs,2.0,NIST,,880000,6646.5663,0.0005,0.0007,0.0
6652.356,Cs,2.0,NIST,,140,6652.377,0.014,0.005,-0.021
6663.8645,Cs,2.0,NIST,,11000,6663.8645,0.0007,0.0007,0.0
6664.853,Cs,2.0,NIST,,120,6664.853,0.006,0.004,0.0
6668.001,Cs,2.0,NIST,,380,6668.026,0.004,0.003,-0.025
6669.7766,Cs,2.0,NIST,,1200,6669.776,0.0009,0.0005,0.0006
6682.562,Cs,2.0,NIST,,94,6682.563,0.004,0.005,-0.001
6690.631,Cs,2.0,NIST,,38,6690.641,0.007,0.004,-0.01
6699.3713,Cs,2.0,NIST,,960,6699.3734,0.001,0.0005,-0.0021
6705.92,Cs,2.0,NIST,,330,6705.9186,0.004,0.0023,0.001
6707.6859,Cs,1.0,NIST,,25,6707.6815,0.0021,0.0005,0.0044
6708.7964,Cs,2.0,NIST,,2800,6708.7948,0.0006,0.0005,0.0016
6723.2838,Cs,1.0,4MOST & NIST,4513.92236328125,33000,6723.28979,0.0009,0.00023,-0.006
6724.4656,Cs,2.0,NIST,,960000,6724.4659,0.0005,0.0007,-0.0003
6728.781,Cs,2.0,NIST,,160,6728.7805,0.004,0.0005,0.001
6735.0677,Cs,2.0,NIST,,1600,6735.0675,0.0006,0.0006,0.0002
6743.969,Cs,1.0,NIST,,31,6743.9643,0.003,0.0014,0.005
6746.111,Cs,2.0,NIST,,32,6746.115,0.006,0.007,-0.004
6752.82275390625,Cs,,4MOST,13.056167602539062,,,,,
6758.741,Cs,2.0,NIST,,470,6758.7416,0.003,0.0006,-0.001
6766.065,Cs,2.0,NIST,,35,6766.0717,0.004,0.0006,-0.007
6769.908,Cs,2.0,NIST,,29,6769.889,0.005,0.003,0.019
6779.286,Cs,2.0,NIST,,710,6779.287,0.008,0.009,-0.001
6779.554,Cs,2.0,NIST,,990,6779.555,0.006,0.005,-0.001
6787.576,Cs,2.0,NIST,,70,6787.553,0.006,0.005,0.023
6799.586,Cs,2.0,NIST,,28,6799.596,0.007,0.009,-0.01
6801.563,Cs,2.0,NIST,,49,6801.5666,0.005,0.0006,-0.004
6824.6513,Cs,1.0,NIST,,,6824.6493,0.0005,0.0005,0.002
6825.00830078125,Cs,,4MOST,409.3057861328125,,,,,
6831.349,Cs,2.0,NIST,,260,6831.351,0.003,0.004,-0.002
6849.06591796875,Cs,,4MOST,15.965371131896973,,,,,
6850.1776,Cs,2.0,NIST,,8700,6850.1777,0.0019,0.0006,-0.0001
6863.7174,Cs,2.0,NIST,,4700,6863.7169,0.0006,0.0006,0.0005
6870.4544,Cs,1.0,4MOST & NIST,540.0888061523438,,6870.45316,0.0005,0.00017,0.0012
6871.169,Cs,2.0,NIST,,15,6871.1675,0.005,0.0006,0.002
6892.4173,Cs,2.0,NIST,,18000,6892.4171,0.0007,0.0006,0.0002
6925.422,Cs,2.0,NIST,,1400,6925.4119,0.005,0.0015,0.01
6946.6266,Cs,2.0,NIST,,2700,6946.6286,0.0009,0.0006,-0.002
6955.4998,Cs,2.0,NIST,,3700000,6955.4998,0.0006,0.0008,0.0
6965.29541015625,Cs,,4MOST,317.3166809082031,,,,,
6973.2966,Cs,1.0,4MOST & NIST,2897.556884765625,,6973.29642,0.0005,0.00025,0.0002
