lambda,element,ion,note,intens_4MOST,intens_NIST,ritz_lambda,vacuum_sigma,ritz_sigma,obs-ritz
6811.6,Hg,1.0,NIST,,2,6811.28,0.3,0.14,0.3
6827.0,Hg,1.0,NIST,,5,6827.15,0.3,0.19,-0.1
6852.9,Hg,1.0,NIST,,0,,0.3,,
6861.0,Hg,1.0,NIST,,3,6860.46,0.3,0.14,0.5
6870.7,Hg,1.0,NIST,,4,,0.3,,
6880.4,Hg,1.0,NIST,,4,6880.81,0.3,0.14,-0.4
6888.564,Hg,1.0,NIST,,,6888.563,0.005,0.003,0.001
6907.46,Hg,1.0,NIST,,1000,6907.46,0.11,0.04,0.0
6907.83544921875,Hg,,4MOST,377.523193359375,,,,,
6915.6,Hg,1.0,NIST,,5,,0.3,,
6924.3,Hg,1.0,NIST,,3,6924.13,0.3,0.1,0.2
6934.0,Hg,1.0,NIST,,1,,0.3,,
6944.1,Hg,1.0,NIST,,4,,0.3,,
6945.474,Hg,2.0,NIST,,120h,6945.474,0.003,0.005,0.0
6950.7,Hg,1.0,NIST,,5,6950.85,0.3,0.15,-0.1
6977.2,Hg,1.0,NIST,,,,0.3,,
7009.2,Hg,1.0,NIST,,4,7009.08,0.3,0.1,0.1
7022.0,Hg,1.0,NIST,,0,7022.2,1.0,0.3,-0.2
7045.7,Hg,1.0,NIST,,8,7045.54,0.3,0.15,0.2
7081.901,Hg,1.0,NIST,,1000,7081.901,0.005,0.005,0.0
7091.86,Hg,1.0,NIST,,800,7091.86,0.005,0.005,0.0
7101.3,Hg,1.0,NIST,,2,,0.3,,
7120.0,Hg,1.0,NIST,,2,,0.3,,
7125.6,Hg,1.0,NIST,,6*,7126.14,0.3,0.1,-0.5
7125.6,Hg,1.0,NIST,,6*,7125.21,0.3,0.2,0.4
7125.6,Hg,1.0,NIST,,6*,7125.3,0.3,0.3,0.3
7135.0,Hg,1.0,NIST,,4,7134.86,0.3,0.15,0.1
7147.6,Hg,1.0,NIST,,2d,7148.04,0.3,0.15,-0.4
7154.2,Hg,1.0,NIST,,0d,,0.3,,
7162.2,Hg,1.0,NIST,,5,7162.27,0.3,0.21,-0.1
7169.0,Hg,1.0,NIST,,2,,0.3,,
7170.6,Hg,1.0,NIST,,0,7170.53,0.6,0.15,0.1
7177.8,Hg,1.0,NIST,,10,7177.77,0.3,0.15,0.0
7190.9,Hg,1.0,NIST,,3,7191.18,0.3,0.16,-0.3
7193.5,Hg,1.0,NIST,,4,7193.54,0.3,0.16,0.0
