lambda,element,ion,note,intens_4MOST,intens_NIST,ritz_lambda,vacuum_sigma,ritz_sigma,obs-ritz
5974.152,Xe,1.0,4MOST & NIST,10.006155014038086,40,5974.161+,0.002,,-0.009
5976.46,Xe,2.0,NIST,,1000,5976.42+,,,0.04
5978.29,Xe,1.0,NIST,,2,5978.28+,0.01,,0.01
5979.2,Xe,2.0,NIST,,1H,5979.06+,,,0.1
5979.42,Xe,1.0,NIST,,1,5979.44+,0.01,,-0.02
5986.23,Xe,1.0,NIST,,4,5986.217+,0.01,,0.013
5988.44,Xe,2.0,NIST,,1,5988.44+,,,0.0
5989.18,Xe,1.0,NIST,,30,5989.186+,0.01,,-0.006
5991.86,Xe,2.0,NIST,,1H,5991.77+,,,0.09
5998.115,Xe,1.0,NIST,,30,5998.116+,0.002,,-0.001
5998.3,Xe,2.0,NIST,,1^,5998.37+,,,-0.1
5998.67,Xe,2.0,NIST,,0bl,5998.75+,,,-0.08
6000.3,Xe,2.0,NIST,,1-,6000.13+,,,0.2
6007.909,Xe,1.0,NIST,,15,6007.905+,0.002,,0.004
6008.92,Xe,2.0,NIST,,100,6008.92+,,,0.0
6009.78,Xe,1.0,NIST,,8,6009.78+,0.01,,0.0
6014.1,Xe,1.0,NIST,,1h,6014.121+,0.01,,-0.021
6022.89,Xe,1.0,NIST,,1h-,6022.88+,0.01,,0.01
6024.14,Xe,2.0,NIST,,2^,6024.11+,,,0.03
6024.58,Xe,2.0,NIST,,3H,6024.62+,,,-0.04
6026.76,Xe,1.0,NIST,,4,6026.742+,0.01,,0.018
6029.78,Xe,1.0,NIST,,15*,6029.8+,0.2,,0.0
6029.78,Xe,1.0,NIST,,15*,6029.8+,0.2,,0.0
6031.36,Xe,1.0,NIST,,1h-,6031.36+,0.01,,0.0
6034.92,Xe,1.0,NIST,,2,6034.910+,0.01,,0.01
6036.2,Xe,2.0,NIST,,500,6036.19+,,,0.01
6043.38,Xe,1.0,NIST,,10,6043.38+,0.01,,0.0
6048.0,Xe,1.0,NIST,,6h,6047.99+,0.01,,0.01
6048.53,Xe,2.0,NIST,,5h^,6048.70+,,,-0.17
6051.15,Xe,2.0,NIST,,1000,6051.15+,,,0.0
6064.91,Xe,1.0,NIST,,1h,6064.89+,0.01,,0.02
6067.52,Xe,1.0,NIST,,2h,6067.51+,0.01,,0.01
6067.77,Xe,1.0,NIST,,1h,6067.75+,0.01,,0.02
6083.21,Xe,2.0,NIST,,1h-,6083.35+,,,-0.14
6093.38,Xe,1.0,NIST,,3,6093.37+,0.01,,0.01
6093.5,Xe,2.0,NIST,,300,6093.52+,,,-0.02
6095.15,Xe,1.0,NIST,,1-,6095.2+,0.01,,-0.1
6097.59,Xe,2.0,NIST,,1000,6097.57+,,,0.02
6101.43,Xe,2.0,NIST,,200,6101.47+,,,-0.04
6103.88,Xe,1.0,NIST,,3,6103.87+,0.01,,0.01
6107.64,Xe,2.0,NIST,,0,6107.37+,,,0.27
6108.37,Xe,1.0,NIST,,8,6108.352+,0.01,,0.018
6111.761,Xe,1.0,NIST,,30,6111.760+,0.002,,0.001
6111.951,Xe,1.0,4MOST & NIST,17.796228408813477,40,6111.949+,0.002,,0.002
6114.86,Xe,1.0,NIST,,10,6114.85+,0.01,,0.01
6115.08,Xe,2.0,NIST,,50,6115.08+,,,0.0
6123.91,Xe,1.0,NIST,,5,6123.89+,0.01,,0.02
6126.36,Xe,1.0,NIST,,15,6126.362+,0.01,,-0.002
6127.44,Xe,2.0,NIST,,2,6127.45+,,,-0.01
6131.47,Xe,1.0,NIST,,1,6131.46+,0.01,,0.01
6142.13,Xe,1.0,NIST,,1h,6142.12+,0.01,,0.01
6143.4,Xe,2.0,NIST,,1h,6143.45+,,,-0.05
6143.7,Xe,1.0,NIST,,4,6143.687+,0.01,,0.013
6144.97,Xe,1.0,NIST,,20hw,6144.96+,0.01,,0.01
6146.45,Xe,2.0,NIST,,50,6146.46+,,,-0.01
6152.07,Xe,1.0,NIST,,20,6152.069+,0.002,,0.001
6155.28,Xe,2.0,NIST,,1Hw-,6155.33+,,,-0.05
6162.16,Xe,1.0,NIST,,3,6162.174+,0.01,,-0.014
6163.661,Xe,1.0,4MOST & NIST,33.62830352783203,90,6163.661+,0.002,,0.0
6163.935,Xe,1.0,NIST,,80,6163.931+,0.002,,0.004
6178.303,Xe,1.0,4MOST & NIST,38.35028076171875,150,6178.300+,0.002,,0.003
6179.665,Xe,1.0,NIST,,120,6179.665+,0.002,,0.0
6182.42,Xe,1.0,4MOST & NIST,65.4112319946289,300,6182.418+,0.002,,0.002
6184.16,Xe,1.0,NIST,,3,6184.167+,0.01,,-0.007
6184.57,Xe,2.0,NIST,,20,6184.57+,,,0.0
6185.03,Xe,2.0,NIST,,15,6185.04+,,,-0.01
6185.79,Xe,2.0,NIST,,1H^,6185.87+,,,-0.08
6189.1,Xe,1.0,NIST,,20,6189.102+,0.01,,-0.002
6191.4,Xe,1.0,NIST,,4h,6191.39+,0.01,,0.01
6193.89,Xe,1.0,NIST,,1h,6193.87+,0.01,,0.02
6194.07,Xe,2.0,NIST,,300,6194.10+,,,-0.03
6195.49,Xe,1.0,NIST,,1,6195.494+,0.01,,-0.004
6198.26,Xe,1.0,4MOST & NIST,22.00667190551757,100,6198.256+,0.002,,0.004
6200.892,Xe,1.0,4MOST & NIST,13.777100563049316,60,6200.889+,0.002,,0.003
6201.49,Xe,1.0,NIST,,3h,6201.47+,0.01,,0.02
6203.45,Xe,2.0,NIST,,1h^,6203.45+,,,0.0
6205.35,Xe,1.0,NIST,,6h,6205.34+,0.01,,0.01
6205.75,Xe,1.0,NIST,,4,6205.75+,0.01,,0.0
6206.297,Xe,1.0,NIST,,20,6206.299+,0.002,,-0.002
6209.11,Xe,1.0,NIST,,3,6209.101+,0.01,,0.009
6220.84,Xe,1.0,NIST,,1,6220.844+,0.01,,-0.004
6224.168,Xe,1.0,NIST,,40,6224.172+,0.002,,-0.004
6230.81,Xe,1.0,NIST,,4*,6230.8+,0.2,,0.0
6230.81,Xe,1.0,NIST,,4*,6230.8+,0.2,,0.0
6235.4,Xe,2.0,NIST,,1h,6235.36+,,,0.04
6242.09,Xe,1.0,NIST,,8,6242.055+,0.01,,0.035
6255.32,Xe,2.0,NIST,,2Hl^,6255.41+,,,-0.09
6261.212,Xe,1.0,4MOST & NIST,13.073492050170898,50,6261.211+,0.002,,0.001
6265.302,Xe,1.0,NIST,,40*,6265.301+,0.002,,0.001
6265.302,Xe,1.0,NIST,,40*,6265.2+,0.002,,0.1
6268.34,Xe,1.0,NIST,,1h,6268.34+,0.01,,0.0
6270.82,Xe,2.0,NIST,,400,6270.86+,,,-0.04
6273.23,Xe,1.0,NIST,,10,6273.219+,0.01,,0.011
6276.99,Xe,1.0,NIST,,4,6276.99+,0.01,,0.0
6277.54,Xe,2.0,NIST,,300,6277.54+,,,0.0
6281.81,Xe,1.0,NIST,,5h,6281.80+,0.01,,0.01
6284.41,Xe,2.0,NIST,,50,6284.40+,,,0.01
6286.011,Xe,1.0,4MOST & NIST,12.534650802612305,100,6286.00+,0.002,,0.01
6292.649,Xe,1.0,4MOST & NIST,13.052131652832031,50,6292.649+,0.002,,0.0
6294.45,Xe,1.0,NIST,,15,6294.462+,0.01,,-0.012
6296.39,Xe,2.0,NIST,,10H^,6296.51+,,,-0.12
6298.31,Xe,2.0,NIST,,20,6298.32+,,,-0.01
6300.86,Xe,2.0,NIST,,100,6300.86+,,,0.0
6305.01,Xe,2.0,NIST,,1h,6304.91+,,,0.1
6311.46,Xe,2.0,NIST,,5Hw,6311.51+,,,-0.05
6314.97,Xe,1.0,NIST,,15,6314.953+,0.01,,0.017
6318.03,Xe,2.0,NIST,,5,6318.17+,,,-0.14
6318.062,Xe,1.0,4MOST & NIST,93.54012298583984,500,6318.063+,0.002,,-0.001
6325.81,Xe,1.0,NIST,,2,6325.804+,0.01,,0.006
6331.5,Xe,1.0,NIST,,20,6331.449+,0.01,,0.051
6333.97,Xe,1.0,NIST,,40hl,6333.95+,0.01,,0.02
6337.58,Xe,1.0,NIST,,8hl,6337.57+,0.01,,0.01
6343.96,Xe,2.0,NIST,,300,6343.95+,,,0.01
6344.98,Xe,1.0,NIST,,2h,6344.99+,0.01,,-0.01
6353.2,Xe,2.0,NIST,,50Hl,6353.21+,,,-0.01
6355.77,Xe,1.0,NIST,,20,6355.750+,0.01,,0.02
6356.35,Xe,2.0,NIST,,500,6356.32+,,,0.03
6375.28,Xe,2.0,NIST,,100,6375.27+,,,0.01
6383.24,Xe,1.0,NIST,,,6383.30+,0.13,,-0.06
6397.99,Xe,2.0,NIST,,60,6397.98+,,,0.01
6407.05,Xe,1.0,NIST,,,6407.0+,0.13,,0.1
6412.38,Xe,1.0,NIST,,10,6412.36+,0.01,,0.02
6418.41,Xe,1.0,NIST,,30,6418.389+,0.01,,0.021
6418.58,Xe,2.0,NIST,,20,6418.57+,,,0.01
6418.98,Xe,1.0,NIST,,30h,6418.996+,0.01,,-0.016
6421.33,Xe,1.0,NIST,,,6421.3+,0.13,,0.0
6421.47,Xe,2.0,NIST,,1^,6421.49+,,,-0.02
6426.73,Xe,2.0,NIST,,2H^,6426.87+,,,-0.14
6430.155,Xe,1.0,NIST,,20,6430.141+,0.002,,0.014
6435.01,Xe,1.0,NIST,,,6435.12+,0.13,,-0.11
6438.32,Xe,1.0,NIST,,,6438.3+,0.13,,0.0
6438.9,Xe,1.0,NIST,,,6439.1+,0.13,,-0.2
6440.18,Xe,2.0,NIST,,2H^,6440.00+,,,0.18
6442.3,Xe,2.0,NIST,,1H^,6442.47+,,,-0.2
6448.7,Xe,1.0,NIST,,2h*,6448.70+,0.01,,0.0
6448.7,Xe,1.0,NIST,,2h*,6448.70+,0.01,,0.0
6450.48,Xe,1.0,NIST,,7,6450.48+,0.01,,0.0
6451.79,Xe,1.0,NIST,,10hl,6451.79+,0.01,,0.0
6458.71,Xe,1.0,NIST,,,6458.9+,0.13,,-0.2
6461.48,Xe,2.0,NIST,,10H^,6461.51+,,,-0.03
6461.5,Xe,1.0,NIST,,3,6461.50+,0.01,,0.0
6469.705,Xe,1.0,4MOST & NIST,66.163330078125,300,6469.705+,0.002,,0.0
6472.841,Xe,1.0,4MOST & NIST,35.60142517089844,150,6472.843+,0.002,,-0.002
6479.69,Xe,2.0,NIST,,2H,6479.76+,,,-0.07
6483.63,Xe,1.0,NIST,,,6483.7+,0.13,,-0.1
6483.97,Xe,2.0,NIST,,0,6483.84+,,,0.13
6487.765,Xe,1.0,4MOST & NIST,37.61418533325195,120,6487.765+,0.002,,0.0
6497.43,Xe,1.0,NIST,,30hl,6497.40+,0.01,,0.03
6498.717,Xe,1.0,4MOST & NIST,28.49544906616211,100,6498.717+,0.002,,0.0
6500.37,Xe,1.0,NIST,,15*,6500.36+,0.01,,0.01
6500.37,Xe,1.0,NIST,,15*,6500.437+,0.01,,-0.067
6502.47,Xe,2.0,NIST,,0,6502.56+,,,-0.09
6504.18,Xe,1.0,4MOST & NIST,23.857608795166016,200h,6504.17+,0.01,,0.01
6504.38,Xe,1.0,NIST,,,6504.344+,0.13,,0.04
6510.06,Xe,2.0,NIST,,0,6510.05+,,,0.01
6512.28,Xe,2.0,NIST,,0,6512.44+,,,-0.16
6512.83,Xe,2.0,NIST,,300h,6512.82+,,,0.01
6515.48,Xe,2.0,NIST,,1H*,6515.39+,,,0.09
6515.48,Xe,2.0,NIST,,1H*,6515.40+,,,0.08
6521.508,Xe,1.0,NIST,,40,6521.517+,0.002,,-0.009
6528.65,Xe,2.0,NIST,,200h,6528.65+,,,0.0
6533.159,Xe,1.0,4MOST & NIST,18.43986892700196,100,6533.156+,0.002,,0.003
6543.36,Xe,1.0,NIST,,40,6543.357+,0.002,,0.003
6545.58,Xe,2.0,NIST,,4w,6545.71+,,,-0.13
6546.12,Xe,1.0,NIST,,20,6546.134+,0.01,,-0.014
6552.6,Xe,1.0,NIST,,,6552.6+,0.13,,0.0
6552.99,Xe,1.0,NIST,,,6553.0+,0.13,,0.0
6553.66,Xe,1.0,NIST,,4,6553.65+,0.01,,0.01
6554.196,Xe,1.0,4MOST & NIST,12.483025550842283,50hl,6554.185+,0.002,,0.011
6556.7,Xe,2.0,NIST,,4,6556.72+,,,-0.02
6558.62,Xe,1.0,NIST,,,6558.59+,0.13,,0.03
6559.97,Xe,1.0,NIST,,25,6559.954+,0.01,,0.016
6560.65,Xe,1.0,NIST,,4h,6560.587+,0.01,,0.063
6563.19,Xe,2.0,NIST,,15,6563.21+,,,-0.02
6568.39,Xe,1.0,NIST,,30,6568.6+,0.2,,-0.2
6569.13,Xe,2.0,NIST,,5,6569.08+,,,0.05
6573.68,Xe,2.0,NIST,,30,6573.65+,,,0.03
6583.27,Xe,1.0,NIST,,20,6583.245+,0.01,,0.025
6590.86,Xe,1.0,NIST,,8,6590.871+,0.01,,-0.011
6593.27,Xe,1.0,NIST,,,6593.3+,0.13,,0.0
6595.01,Xe,2.0,NIST,,800,6595.00+,,,0.01
6595.561,Xe,1.0,4MOST & NIST,31.772968292236328,100,6595.559+,0.002,,0.002
6597.25,Xe,2.0,NIST,,300,6597.27+,,,-0.02
6598.84,Xe,2.0,NIST,,80,6598.85+,,,-0.01
6599.71,Xe,1.0,NIST,,,6599.698+,0.13,,0.01
6601.58,Xe,1.0,NIST,,,6601.6+,0.13,,0.0
6602.06,Xe,1.0,NIST,,,6602.1+,0.13,,0.0
6602.87,Xe,1.0,NIST,,4h*,6602.88+,0.01,,-0.01
6602.87,Xe,1.0,NIST,,4h*,6602.85+,0.01,,0.02
6604.46,Xe,1.0,NIST,,,6604.54+,0.13,,-0.08
6604.98,Xe,1.0,NIST,,,6605.00+,0.13,,-0.02
6607.41,Xe,1.0,NIST,,30h,6607.42+,0.01,,-0.01
6608.87,Xe,1.0,NIST,,10,6608.885+,0.01,,-0.015
6614.96,Xe,2.0,NIST,,10H,6615.20+,,,-0.24
6618.4,Xe,2.0,NIST,,50,6618.38+,,,0.02
6619.33,Xe,2.0,NIST,,3,6619.47+,,,-0.14
6620.02,Xe,2.0,NIST,,200h,6620.01+,,,0.01
6621.08,Xe,1.0,NIST,,,6621.1+,0.13,,0.0
6630.44,Xe,1.0,NIST,,2,6630.454+,0.01,,-0.014
6632.464,Xe,1.0,4MOST & NIST,17.275928497314453,50,6632.466+,0.002,,-0.002
6634.13,Xe,2.0,NIST,,6Hl,6634.16+,,,-0.03
6636.38,Xe,1.0,NIST,,,6636.5+,0.13,,-0.1
6638.85,Xe,2.0,NIST,,2h,6638.84+,,,0.01
6642.9,Xe,2.0,NIST,,1h,6642.56+,,,0.3
6648.75,Xe,1.0,NIST,,3,6648.727+,0.01,,0.023
6654.67,Xe,1.0,NIST,,,6654.6+,0.13,,0.0
6657.92,Xe,1.0,NIST,,20,6657.929+,0.01,,-0.009
6663.1,Xe,2.0,NIST,,2,6663.02+,,,0.1
6664.85,Xe,1.0,NIST,,4,6664.87+,0.01,,-0.02
6665.59,Xe,2.0,NIST,,2,6665.32+,,,0.27
6665.67,Xe,1.0,NIST,,,6665.7+,0.13,,0.0
6666.29,Xe,1.0,NIST,,,6666.3+,0.13,,0.0
6666.965,Xe,1.0,4MOST & NIST,23.6741943359375,60,6666.963+,0.002,,0.002
6668.92,Xe,1.0,4MOST & NIST,79.0903091430664,150,6668.923+,0.002,,-0.003
6676.53,Xe,1.0,NIST,,,6676.6+,0.13,,0.0
6678.972,Xe,1.0,NIST,,25,6678.969+,0.002,,0.003
6681.036,Xe,1.0,NIST,,20,6681.032+,0.002,,0.004
6684.79,Xe,1.0,NIST,,30*,6684.8+,0.2,,0.0
6684.79,Xe,1.0,NIST,,30*,6684.8+,0.2,,0.0
6691.22,Xe,2.0,NIST,,1,6691.23+,,,-0.01
6694.32,Xe,2.0,NIST,,400h,6694.29+,,,0.03
6702.25,Xe,2.0,NIST,,80,6702.24+,,,0.01
6703.26,Xe,1.0,NIST,,,6703.1+,0.13,,0.1
6703.62,Xe,1.0,NIST,,,6703.8+,0.13,,-0.2
6705.46,Xe,1.0,NIST,,,6705.52+,0.13,,-0.06
6706.46,Xe,1.0,NIST,,1,6706.48+,0.01,,-0.02
6708.25,Xe,1.0,NIST,,3*,6708.1+,0.2,,0.2
6708.25,Xe,1.0,NIST,,3*,6708.1+,0.2,,0.2
6708.25,Xe,1.0,NIST,,3*,6708.1+,0.2,,0.2
6712.93,Xe,1.0,NIST,,3*,6712.9+,0.2,,0.0
6712.93,Xe,1.0,NIST,,3*,6712.9+,0.2,,0.0
6712.93,Xe,1.0,NIST,,3*,6712.9+,0.2,,0.0
6719.39,Xe,1.0,NIST,,,6719.4+,0.13,,0.0
6721.38,Xe,1.0,NIST,,,6721.38+,0.13,,0.0
6728.008,Xe,1.0,4MOST & NIST,126.14273071289062,200,6728.006+,0.002,,0.002
6736.14,Xe,1.0,NIST,,,6736.1+,0.13,,0.0
6736.5,Xe,1.0,NIST,,,6736.8+,0.13,,-0.3
6744.27,Xe,2.0,NIST,,0,6744.31+,,,-0.04
6751.93,Xe,1.0,NIST,,,6751.9+,0.13,,0.0
6752.79,Xe,1.0,NIST,,,6752.8+,0.13,,0.0
6756.83,Xe,2.0,NIST,,0,6756.81+,,,0.02
6767.12,Xe,1.0,NIST,,10,6767.093+,0.01,,0.027
6777.57,Xe,1.0,NIST,,50,6777.559+,0.01,,0.011
6778.06591796875,Xe,,4MOST,13.119729042053224,,,,,
6778.6,Xe,1.0,NIST,,40,6778.588+,0.01,,0.012
6788.71,Xe,2.0,NIST,,100h,6788.69+,,,0.02
6790.37,Xe,2.0,NIST,,80h,6790.36+,,,0.01
6805.74,Xe,2.0,NIST,,1000,6805.72+,,,0.02
6808.12,Xe,1.0,NIST,,5,6807.8+,0.2,,0.3
6815.64,Xe,1.0,NIST,,12,6815.624+,0.01,,0.016
6818.38,Xe,1.0,NIST,,15,6818.37+,0.01,,0.01
6827.315,Xe,1.0,4MOST & NIST,95.47930908203124,200,6827.313+,0.002,,0.002
6840.96,Xe,1.0,NIST,,8,6840.960+,0.01,,0.0
6841.5,Xe,1.0,NIST,,20*,6841.50+,0.01,,0.0
6841.5,Xe,1.0,NIST,,20*,6841.46+,0.01,,0.04
6844.27,Xe,1.0,NIST,,1,6844.26+,0.01,,0.01
6844.84,Xe,1.0,NIST,,2h,6844.837+,0.01,,0.003
6846.613,Xe,1.0,4MOST & NIST,34.60294723510742,60,6846.613+,0.002,,0.0
6848.82,Xe,1.0,NIST,,50,6848.81+,0.01,,0.01
6850.13,Xe,1.0,NIST,,30,6850.128+,0.01,,0.002
6860.19,Xe,1.0,NIST,,40,6860.162+,0.01,,0.028
6863.2,Xe,1.0,NIST,,20,6863.171+,0.01,,0.029
6865.58,Xe,1.0,NIST,,5,6865.536+,0.01,,0.044
6866.838,Xe,1.0,4MOST & NIST,18.87013053894043,50,6866.842+,0.002,,-0.004
6872.107,Xe,1.0,4MOST & NIST,73.48430633544922,100,6872.105+,0.002,,0.002
6882.155,Xe,1.0,4MOST & NIST,208.6566772460937,300,6882.154+,0.002,,0.001
6910.22,Xe,2.0,NIST,,100,6910.22+,,,0.0
6910.82,Xe,1.0,NIST,,30,6910.818+,0.01,,0.002
6922.22,Xe,1.0,NIST,,8,6922.233+,0.01,,-0.013
6924.67,Xe,1.0,NIST,,15,6924.646+,0.01,,0.024
6925.53,Xe,1.0,4MOST & NIST,19.85847854614257,100,6925.518+,0.01,,0.012
6935.62,Xe,1.0,NIST,,50,6935.606+,0.01,,0.014
6936.69,Xe,1.0,NIST,,8,6936.683+,0.01,,0.007
6961.1,Xe,1.0,NIST,,20,6961.3+,0.2,,-0.2
6976.182,Xe,1.0,4MOST & NIST,20.588563919067383,100,6976.182+,0.002,,0.0
6982.05,Xe,1.0,NIST,,30,6982.061+,0.01,,-0.011
6990.88,Xe,2.0,NIST,,2000,6990.88+,,,0.0
6991.65,Xe,1.0,NIST,,1,6991.63+,0.01,,0.02
7003.1,Xe,1.0,NIST,,4,7003.099+,0.01,,0.001
7003.96,Xe,2.0,NIST,,50,7003.97+,,,-0.01
7017.06,Xe,2.0,NIST,,80,7017.05+,,,0.01
7019.02,Xe,1.0,NIST,,30,7019.026+,0.01,,-0.006
7034.8,Xe,1.0,NIST,,3,7034.75+,0.01,,0.05
7035.53,Xe,1.0,NIST,,20,7035.534+,0.01,,-0.004
7047.37,Xe,1.0,NIST,,30*,7047.43+,0.01,,-0.06
7047.37,Xe,1.0,NIST,,30*,7047.366+,0.01,,0.004
7049.07,Xe,1.0,NIST,,1h,7049.13+,0.01,,-0.06
7049.36,Xe,1.0,NIST,,1h,7049.32+,0.01,,0.04
7051.06,Xe,1.0,NIST,,3,7051.073+,0.01,,-0.013
7052.57,Xe,2.0,NIST,,3Hw,7052.56+,,,0.01
7072.43,Xe,2.0,NIST,,4Hw,7072.43+,,,0.0
7072.44,Xe,1.0,NIST,,30,7072.4+,0.2,,0.0
7075.0,Xe,2.0,NIST,,2Hs,7074.83+,,,0.2
7078.46,Xe,1.0,NIST,,1,7078.43+,0.01,,0.03
7082.15,Xe,2.0,NIST,,200,7082.15+,,,0.0
7094.7,Xe,2.0,NIST,,1Hw,7094.33+,,,0.4
7100.8,Xe,2.0,NIST,,5h^,7100.57+,,,0.2
7119.598,Xe,1.0,NIST,,500,7119.598+,0.002,,0.0
7133.27,Xe,2.0,NIST,,10,7133.28+,,,-0.01
7136.57,Xe,1.0,NIST,,15,7136.561+,0.01,,0.009
7147.5,Xe,2.0,NIST,,100H,7147.42+,,,0.08
7149.03,Xe,2.0,NIST,,300h,7149.05+,,,-0.02
7164.83,Xe,2.0,NIST,,800h,7164.83+,,,0.0
7172.7,Xe,1.0,NIST,,10,7172.70+,0.01,,0.0
7192.42,Xe,1.0,NIST,,4,7192.6+,0.2,,-0.1
,Xe,1.0,NIST,,,5447.38+,,,
,Xe,1.0,NIST,,,6418.929+,,,
