lambda,element,ion,note,intens_4MOST,intens_NIST,ritz_lambda,vacuum_sigma,ritz_sigma,obs-ritz
6871.289,Ar,1.0,NIST,,150,6871.2889,,,0.0
6875.55,Ar,2.0,NIST,,0.5h,6875.5674,0.02,0.0019,-0.017
6879.582,Ar,1.0,NIST,,5,6879.5825,,,-0.001
6880.4,Hg,1.0,NIST,,4,6880.81,0.3,0.14,-0.4
6886.6118,Ar,2.0,NIST,,26,6886.61208,0.0007,0.00019,-0.0003
6888.174,Ar,1.0,NIST,,10,6888.1743,,,0.0
6888.564,Hg,1.0,NIST,,,6888.563,0.005,0.003,0.001
6892.62,Ar,2.0,NIST,,0h,6892.6412,0.02,0.0006,-0.021
6900.88,Ar,2.0,NIST,,2,6900.883,0.008,0.0004,-0.003
6904.46,Ar,2.0,NIST,,0.5,6904.476,0.02,0.006,-0.016
6907.46,Hg,1.0,4MOST & NIST,37.07216644287109,1000,6907.46,0.11,0.04,0.0
6911.76,Ar,2.0,NIST,,0,6911.7717,0.02,0.0004,-0.012
6915.6,Hg,1.0,NIST,,5,,0.3,,
6924.3,Hg,1.0,NIST,,3,6924.13,0.3,0.1,0.2
6934.0,Hg,1.0,NIST,,1,,0.3,,
6937.664,Ar,1.0,NIST,,50,6937.664,,,0.0
6944.1,Hg,1.0,NIST,,4,,0.3,,
6945.474,Hg,2.0,NIST,,120h,6945.474,0.003,0.005,0.0
6950.7,Hg,1.0,NIST,,5,6950.85,0.3,0.15,-0.1
6951.478,Ar,1.0,NIST,,7,6951.4774,,,0.001
6960.25,Ar,1.0,NIST,,7,6960.2498,,,0.0
6965.431,Ar,1.0,4MOST & NIST,37.99471282958984,10000,6965.43,,,0.001
6977.2,Hg,1.0,NIST,,,,0.3,,
6985.708,Ar,2.0,NIST,,1,6985.706,0.008,0.001,0.002
6990.122,Ar,2.0,NIST,,5,6990.11248,0.008,0.00025,0.01
7001.44,Ar,2.0,NIST,,0.5,7001.4636,0.02,0.001,-0.024
7009.2,Hg,1.0,NIST,,4,7009.08,0.3,0.1,0.1
7022.0,Hg,1.0,NIST,,0,7022.2,1.0,0.3,-0.2
7030.251,Ar,1.0,NIST,,150,7030.2507,,,0.0
7045.7,Hg,1.0,NIST,,8,7045.54,0.3,0.15,0.2
7050.69,Ar,2.0,NIST,,0.5,7050.6759,0.02,0.0004,0.014
7054.993,Ar,2.0,NIST,,3,7054.9868,0.008,0.0007,0.006
7067.218,Ar,1.0,NIST,,10000,7067.2175,,,0.001
7068.736,Ar,1.0,NIST,,100,7068.7354,,,0.001
7077.024,Ar,2.0,NIST,,5,7077.02344,0.008,0.0002,0.001
7081.901,Hg,1.0,NIST,,1000,7081.901,0.005,0.005,0.0
7090.56,Ar,2.0,NIST,,1,7090.5684,0.008,0.0008,-0.008
7091.86,Hg,1.0,NIST,,800,7091.86,0.005,0.005,0.0
7101.19,Ar,2.0,NIST,,1,7101.197,0.008,0.006,-0.007
7101.3,Hg,1.0,NIST,,2,,0.3,,
7103.11,Ar,2.0,NIST,,0.5,7103.142,0.02,0.006,-0.032
7107.478,Ar,1.0,NIST,,25,7107.4772,,,0.001
7120.0,Hg,1.0,NIST,,2,,0.3,,
7121.737,Ar,2.0,NIST,,6,7121.73658,0.003,0.00021,0.0
7125.6,Hg,1.0,NIST,,6*,7125.3,0.3,0.3,0.3
7125.6,Hg,1.0,NIST,,6*,7126.14,0.3,0.1,-0.5
7125.6,Hg,1.0,NIST,,6*,7125.21,0.3,0.2,0.4
7125.82,Ar,1.0,NIST,,25,7125.8201,,,0.0
7135.0,Hg,1.0,NIST,,4,7134.86,0.3,0.15,0.1
7147.042,Ar,1.0,NIST,,1000,7147.041,,,0.001
7147.6,Hg,1.0,NIST,,2d,7148.04,0.3,0.15,-0.4
7154.2,Hg,1.0,NIST,,0d,,0.3,,
7158.839,Ar,1.0,NIST,,15,7158.839,,,0.0
7162.2,Hg,1.0,NIST,,5,7162.27,0.3,0.21,-0.1
7169.0,Hg,1.0,NIST,,2,,0.3,,
7170.6,Hg,1.0,NIST,,0,7170.53,0.6,0.15,0.1
7177.8,Hg,1.0,NIST,,10,7177.77,0.3,0.15,0.0
7182.098,Ar,2.0,NIST,,2,7182.1037,0.008,0.001,-0.006
7187.15,Ar,2.0,NIST,,0,7187.1507,0.02,0.001,-0.001
7190.9,Hg,1.0,NIST,,3,7191.18,0.3,0.16,-0.3
7193.5,Hg,1.0,NIST,,4,7193.54,0.3,0.16,0.0
,Ar,1.0,NIST,,,3406.1804,,,
,Ar,2.0,NIST,,,3466.36343,,5e-05,
,Ar,1.0,NIST,,,3563.2859,,,
,Ar,1.0,NIST,,,3567.656,,,
,Ar,1.0,NIST,,,3572.2953,,,
,Ar,1.0,NIST,,,3632.6829,,,
,Ar,1.0,NIST,,,3634.46,,,
,Ar,1.0,NIST,,,3643.1163,,,
,Ar,1.0,NIST,,,3649.8317,,,
,Ar,1.0,NIST,,,3659.5291,,,
,Ar,1.0,NIST,,,3670.6701,,,
,Ar,1.0,NIST,,,3675.2352,,,
,Ar,1.0,NIST,,,3894.6601,,,
,Ar,1.0,NIST,,,4045.96541,,,
,Ar,1.0,NIST,,,4054.52576,,,
,Ar,2.0,NIST,,,4060.5029,,,
,Ar,1.0,NIST,,,4363.7949,,,
,Ar,1.0,NIST,,,4423.9944,,,
,Ar,1.0,NIST,,,4544.746,,,
,Ar,1.0,NIST,,,4554.324,,,
,Ar,1.0,NIST,,,4584.956,,,
,Ar,1.0,NIST,,,4586.611,,,
,Ar,1.0,NIST,,,4587.209,,,
,Ar,1.0,NIST,,,4589.2893,,,
,Ar,1.0,NIST,,,4642.137,,,
,Ar,1.0,NIST,,,4647.489,,,
,Ar,1.0,NIST,,,4746.821,,,
,Ar,1.0,NIST,,,4752.9388,,,
,Ar,1.0,NIST,,,4768.6729,,,
,Ar,1.0,NIST,,,4798.742,,,
,Ar,1.0,NIST,,,4835.97,,,
,Ar,1.0,NIST,,,4836.697,,,
,Ar,1.0,NIST,,,4876.2607,,,
,Ar,1.0,NIST,,,4886.29,,,
,Ar,1.0,NIST,,,4887.9471,,,
,Ar,1.0,NIST,,,4894.6909,,,
,Ar,1.0,NIST,,,4921.034,,,
,Ar,1.0,NIST,,,4937.72,,,
,Ar,1.0,NIST,,,4956.75,,,
,Ar,1.0,NIST,,,4989.943,,,
,Ar,1.0,NIST,,,5032.024,,,
,Ar,1.0,NIST,,,5048.811,,,
,Ar,1.0,NIST,,,5054.176,,,
,Ar,1.0,NIST,,,5056.529,,,
,Ar,1.0,NIST,,,5060.079,,,
,Ar,1.0,NIST,,,5070.977,,,
,Ar,1.0,NIST,,,5073.076,,,
,Ar,1.0,NIST,,,5078.033,,,
,Ar,1.0,NIST,,,5087.084,,,
,Ar,1.0,NIST,,,5104.729,,,
,Ar,1.0,NIST,,,5118.202,,,
,Ar,1.0,NIST,,,5127.801,,,
,Ar,1.0,NIST,,,5152.3031,,,
,Ar,1.0,NIST,,,5177.536,,,
,Ar,1.0,NIST,,,5192.733,,,
,Ar,1.0,NIST,,,5194.052,,,
,Ar,1.0,NIST,,,5210.486,,,
,Ar,1.0,NIST,,,5214.774,,,
,Ar,1.0,NIST,,,5216.3,,,
,Ar,1.0,NIST,,,5241.093,,,
,Ar,1.0,NIST,,,5246.198,,,
,Ar,1.0,NIST,,,5249.165,,,
,Ar,1.0,NIST,,,5252.787,,,
,Ar,1.0,NIST,,,5254.471,,,
,Ar,1.0,NIST,,,5286.069,,,
,Ar,1.0,NIST,,,5290.015,,,
,Ar,1.0,NIST,,,5309.513,,,
,Ar,1.0,NIST,,,5317.715,,,
,Ar,1.0,NIST,,,5373.494,,,
,Ar,1.0,NIST,,,5393.979,,,
,Ar,1.0,NIST,,,5410.475,,,
,Ar,1.0,NIST,,,5439.9888,,,
,Ar,1.0,NIST,,,5442.246,,,
,Ar,1.0,NIST,,,5457.416,,,
,Ar,1.0,NIST,,,5459.6506,,,
,Ar,1.0,NIST,,,5467.16,,,
,Ar,1.0,NIST,,,5473.451,,,
,Ar,1.0,NIST,,,5490.12,,,
,Ar,1.0,NIST,,,5492.08,,,
,Ar,1.0,NIST,,,5524.9567,,,
,Ar,1.0,NIST,,,5528.961,,,
,Ar,1.0,NIST,,,5534.479,,,
,Ar,1.0,NIST,,,5540.8596,,,
,Ar,1.0,NIST,,,5552.741,,,
,Ar,1.0,NIST,,,5559.676,,,
,Ar,1.0,NIST,,,5574.228,,,
,Ar,1.0,NIST,,,5581.8714,,,
,Ar,1.0,NIST,,,5588.7196,,,
,Ar,1.0,NIST,,,5597.476,,,
,Ar,1.0,NIST,,,5618.014,,,
,Ar,1.0,NIST,,,5620.921,,,
,Ar,1.0,NIST,,,5623.77,,,
,Ar,1.0,NIST,,,5635.576,,,
,Ar,1.0,NIST,,,5637.34,,,
,Ar,1.0,NIST,,,5639.12,,,
,Ar,1.0,NIST,,,5641.376,,,
,Ar,1.0,NIST,,,5648.687,,,
,Ar,1.0,NIST,,,5659.127,,,
,Ar,1.0,NIST,,,5681.899,,,
,Ar,1.0,NIST,,,5683.73,,,
,Ar,1.0,NIST,,,5700.8724,,,
,Ar,1.0,NIST,,,5712.504,,,
,Ar,1.0,NIST,,,5772.1143,,,
,Ar,1.0,NIST,,,5774.008,,,
,Ar,1.0,NIST,,,5783.5365,,,
,Ar,1.0,NIST,,,5789.4741,,,
,Ar,1.0,NIST,,,5790.401,,,
,Ar,1.0,NIST,,,5802.0798,,,
,Ar,1.0,NIST,,,5843.779,,,
,Ar,1.0,NIST,,,5916.598,,,
,Ar,1.0,NIST,,,5927.125,,,
,Ar,1.0,NIST,,,5940.855,,,
,Ar,1.0,NIST,,,5943.888,,,
,Ar,1.0,NIST,,,5949.259,,,
,Ar,1.0,NIST,,,5964.48,,,
,Ar,1.0,NIST,,,5968.32,,,
,Ar,1.0,NIST,,,5971.601,,,
,Ar,1.0,NIST,,,5981.923,,,
,Ar,1.0,NIST,,,5988.144,,,
,Ar,1.0,NIST,,,5994.692,,,
,Ar,1.0,NIST,,,6005.725,,,
,Ar,1.0,NIST,,,6013.6772,,,
,Ar,1.0,NIST,,,6064.7502,,,
,Ar,1.0,NIST,,,6081.244,,,
,Ar,1.0,NIST,,,6085.879,,,
,Ar,1.0,NIST,,,6090.7849,,,
,Ar,1.0,NIST,,,6101.161,,,
,Ar,1.0,NIST,,,6104.59,,,
,Ar,1.0,NIST,,,6113.4657,,,
,Ar,1.0,NIST,,,6119.6565,,,
,Ar,1.0,NIST,,,6121.879,,,
,Ar,1.0,NIST,,,6127.4159,,,
,Ar,1.0,NIST,,,6128.724,,,
,Ar,1.0,NIST,,,6155.2382,,,
,Ar,1.0,NIST,,,6165.1229,,,
,Ar,1.0,NIST,,,6179.4195,,,
,Ar,2.0,NIST,,,6212.24738,,0.00011,
,Ar,1.0,NIST,,,6230.921,,,
,Ar,1.0,NIST,,,6243.39,,,
,Ar,1.0,NIST,,,6244.7304,,,
,Ar,1.0,NIST,,,6248.4057,,,
,Ar,1.0,NIST,,,6278.6454,,,
,Ar,1.0,NIST,,,6309.1603,,,
,Ar,1.0,NIST,,,6364.8937,,,
,Ar,1.0,NIST,,,6431.5549,,,
,Ar,1.0,NIST,,,6466.552,,,
,Ar,1.0,NIST,,,6481.145,,,
,Ar,1.0,NIST,,,6493.9688,,,
,Ar,1.0,NIST,,,6513.8458,,,
,Ar,1.0,NIST,,,6596.1134,,,
,Ar,1.0,NIST,,,6598.6776,,,
,Ar,1.0,NIST,,,6604.0114,,,
,Ar,1.0,NIST,,,6632.0841,,,
,Ar,1.0,NIST,,,6656.938,,,
,Ar,1.0,NIST,,,6684.7883,,,
,Ar,1.0,NIST,,,6698.4708,,,
,Ar,1.0,NIST,,,6698.874,,,
,Ar,1.0,NIST,,,6719.2185,,,
,Ar,1.0,NIST,,,6722.8901,,,
,Ar,1.0,NIST,,,6754.3724,,,
,Ar,1.0,NIST,,,6779.9259,,,
,Ar,1.0,NIST,,,6818.2888,,,
,Ar,1.0,NIST,,,6827.2488,,,
,Ar,1.0,NIST,,,6851.8842,,,
,Ar,1.0,NIST,,,6887.0882,,,
,Ar,1.0,NIST,,,6925.0094,,,
,Ar,1.0,NIST,,,6992.2122,,,
,Ar,1.0,NIST,,,7086.7047,,,
,Ar,1.0,NIST,,,7162.5567,,,
